# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-11-08 07:47:43 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07229445 Stanley Draper Lake near Oklahoma City, OK
# -----------------------------------------------------------------------------------
#
# Data provided for site 07229445
#            TS   parameter     statistic     Description
#        111413       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	111413_00054_30800	111413_00054_30800_cd
USGS	07229445	2004-01-03	85570	A
USGS	07229445	2004-01-04	85650	A
USGS	07229445	2004-01-05	85650	A
USGS	07229445	2004-01-06	85700	A
USGS	07229445	2004-01-07	85730	A
USGS	07229445	2004-01-08	85750	A
USGS	07229445	2004-01-09	85750	A
USGS	07229445	2004-01-10	85830	A
USGS	07229445	2004-01-11	85880	A
USGS	07229445	2004-01-12	85960	A
USGS	07229445	2004-01-13	86060	A
USGS	07229445	2004-01-14	86170	A
USGS	07229445	2004-01-15	86240	A
USGS	07229445	2004-01-16	86400	A
USGS	07229445	2004-01-17	86760	A
USGS	07229445	2004-01-18	86860	A
USGS	07229445	2004-01-19	86940	A
USGS	07229445	2004-01-20	86990	A
USGS	07229445	2004-01-21	87040	A
USGS	07229445	2004-01-22	87070	A
USGS	07229445	2004-01-23	87170	A
USGS	07229445	2004-01-24	87250	A
USGS	07229445	2004-01-25	87400	A
USGS	07229445	2004-01-26	87450	A
USGS	07229445	2004-01-27	87530	A
USGS	07229445	2004-01-28	87450	A
USGS	07229445	2004-01-29	87430	A
USGS	07229445	2004-01-30	87350	A
USGS	07229445	2004-01-31	87300	A
USGS	07229445	2004-02-01	87340	A
USGS	07229445	2004-02-02	87380	A
USGS	07229445	2004-02-03	87300	A
USGS	07229445	2004-02-04	87250	A
USGS	07229445	2004-02-05	87250	A
USGS	07229445	2004-02-06	87250	A
USGS	07229445	2004-02-07	87170	A
USGS	07229445	2004-02-08	87120	A
USGS	07229445	2004-02-09	87020	A
USGS	07229445	2004-02-10	86990	A
USGS	07229445	2004-02-11	86940	A
USGS	07229445	2004-02-12	86910	A
USGS	07229445	2004-02-13	86810	A
USGS	07229445	2004-02-14	86760	A
USGS	07229445	2004-02-15	86730	A
USGS	07229445	2004-02-16	86680	A
USGS	07229445	2004-02-17	86710	A
USGS	07229445	2004-02-18	86680	A
USGS	07229445	2004-02-19	86710	A
USGS	07229445	2004-02-20	86760	A
USGS	07229445	2004-02-21	86760	A
USGS	07229445	2004-02-22	86780	A
USGS	07229445	2004-02-23	86840	A
USGS	07229445	2004-02-24	86940	A
USGS	07229445	2004-02-25	86830	A
USGS	07229445	2004-02-26	86940	A
USGS	07229445	2004-02-27	86940	A
USGS	07229445	2004-02-28	86960	A
USGS	07229445	2004-02-29	86990	A
USGS	07229445	2004-03-01	87140	A
USGS	07229445	2004-03-02	87140	A
USGS	07229445	2004-03-03	87530	A
USGS	07229445	2004-03-04	88100	A
USGS	07229445	2004-03-05	88250	A
USGS	07229445	2004-03-06	88250	A
USGS	07229445	2004-03-07	88300	A
USGS	07229445	2004-03-08	88300	A
USGS	07229445	2004-03-09	88330	A
USGS	07229445	2004-03-10	88300	A
USGS	07229445	2004-03-11	88330	A
USGS	07229445	2004-03-12	88350	A
USGS	07229445	2004-03-13	88380	A
USGS	07229445	2004-03-14	88380	A
USGS	07229445	2004-03-15	88460	A
USGS	07229445	2004-03-16	88480	A
USGS	07229445	2004-03-17	88530	A
USGS	07229445	2004-03-18	88560	A
USGS	07229445	2004-03-19	88590	A
USGS	07229445	2004-03-20	88610	A
USGS	07229445	2004-03-21	88590	A
USGS	07229445	2004-03-22	88610	A
USGS	07229445	2004-03-23	88560	A
USGS	07229445	2004-03-24	88590	A
USGS	07229445	2004-03-25	88640	A
USGS	07229445	2004-03-26	88640	A
USGS	07229445	2004-03-27	88740	A:e
USGS	07229445	2004-03-28	89000	A
USGS	07229445	2004-03-29	89020	A
USGS	07229445	2004-03-30	89000	A
USGS	07229445	2004-03-31	89000	A
USGS	07229445	2004-04-01	88970	A:e
USGS	07229445	2004-04-02	88970	A:e
USGS	07229445	2004-04-03	88970	A
USGS	07229445	2004-04-04	88950	A
USGS	07229445	2004-04-05	88920	A
USGS	07229445	2004-04-06	88950	A
USGS	07229445	2004-04-07	88970	A
USGS	07229445	2004-04-08	89100	A:e
USGS	07229445	2004-04-09	89260	A
USGS	07229445	2004-04-10	89490	A
USGS	07229445	2004-04-11	89540	A
USGS	07229445	2004-04-12	89460	A
USGS	07229445	2004-04-13	89490	A
USGS	07229445	2004-04-14	89510	A
USGS	07229445	2004-04-15	89510	A
USGS	07229445	2004-04-16	89560	A
USGS	07229445	2004-04-17	89620	A
USGS	07229445	2004-04-18	89690	A
USGS	07229445	2004-04-19	89770	A
USGS	07229445	2004-04-20	89870	A
USGS	07229445	2004-04-21	89950	A
USGS	07229445	2004-04-22	90080	A
USGS	07229445	2004-04-23	90180	A
USGS	07229445	2004-04-24	90310	A
USGS	07229445	2004-04-25	90360	A
USGS	07229445	2004-04-26	90440	A
USGS	07229445	2004-04-27	90470	A
USGS	07229445	2004-04-28	90490	A
USGS	07229445	2004-04-29	90520	A
USGS	07229445	2004-04-30	90780	A
USGS	07229445	2004-05-01	90800	A
USGS	07229445	2004-05-02	90800	A
USGS	07229445	2004-05-03	90850	A
USGS	07229445	2004-05-04	90930	A
USGS	07229445	2004-05-05	90930	A
USGS	07229445	2004-05-06	90950	A
USGS	07229445	2004-05-07	90980	A
USGS	07229445	2004-05-08	91010	A
USGS	07229445	2004-05-09	91010	A
USGS	07229445	2004-05-10	91010	A
USGS	07229445	2004-05-11	90880	A
USGS	07229445	2004-05-12	90670	A
USGS	07229445	2004-05-13	90570	A
USGS	07229445	2004-05-14	90470	A
USGS	07229445	2004-05-15	90470	A
USGS	07229445	2004-05-16	90490	A
USGS	07229445	2004-05-17	90520	A
USGS	07229445	2004-05-18	90520	A
USGS	07229445	2004-05-19	90520	A
USGS	07229445	2004-05-20	90540	A
USGS	07229445	2004-05-21	90520	A
USGS	07229445	2004-05-22	90470	A
USGS	07229445	2004-05-23	90440	A
USGS	07229445	2004-05-24	90410	A
USGS	07229445	2004-05-25	90310	A
USGS	07229445	2004-05-26	90290	A
USGS	07229445	2004-05-27	90210	A
USGS	07229445	2004-05-28	90180	A
USGS	07229445	2004-05-29	90050	A
USGS	07229445	2004-05-30	89950	A
USGS	07229445	2004-05-31	89820	A
USGS	07229445	2004-06-01	89640	A
USGS	07229445	2004-06-02	89490	A
USGS	07229445	2004-06-03	89590	A
USGS	07229445	2004-06-04	89490	A
USGS	07229445	2004-06-05	89440	A
USGS	07229445	2004-06-06	89380	A
USGS	07229445	2004-06-07	89280	A
USGS	07229445	2004-06-08	89150	A
USGS	07229445	2004-06-09	89440	A
USGS	07229445	2004-06-10	89690	A
USGS	07229445	2004-06-11	89690	A
USGS	07229445	2004-06-12	89640	A
USGS	07229445	2004-06-13	89560	A
USGS	07229445	2004-06-14	89460	A
USGS	07229445	2004-06-15	89380	A
USGS	07229445	2004-06-16	89230	A
USGS	07229445	2004-06-17	89130	A
USGS	07229445	2004-06-18	89050	A
USGS	07229445	2004-06-19	88920	A
USGS	07229445	2004-06-20	89150	A
USGS	07229445	2004-06-21	89460	A
USGS	07229445	2004-06-22	89670	A
USGS	07229445	2004-06-23	89590	A
USGS	07229445	2004-06-24	89490	A
USGS	07229445	2004-06-25	89380	A
USGS	07229445	2004-06-26	89330	A
USGS	07229445	2004-06-27	89260	A
USGS	07229445	2004-06-28	89130	A
USGS	07229445	2004-06-29	89050	A
USGS	07229445	2004-06-30	89000	A
USGS	07229445	2004-07-01	89150	A
USGS	07229445	2004-07-02	89150	A
USGS	07229445	2004-07-03	89100	A
USGS	07229445	2004-07-04	89050	A
USGS	07229445	2004-07-05	88920	A
USGS	07229445	2004-07-06	89080	A
USGS	07229445	2004-07-07	89330	A
USGS	07229445	2004-07-08	89230	A
USGS	07229445	2004-07-09	89130	A
USGS	07229445	2004-07-10	89000	A
USGS	07229445	2004-07-11	88900	A
USGS	07229445	2004-07-12	88770	A
USGS	07229445	2004-07-13	88610	A
USGS	07229445	2004-07-14	88560	A
USGS	07229445	2004-07-15	88430	A
USGS	07229445	2004-07-16	88350	A
USGS	07229445	2004-07-17	88280	A
USGS	07229445	2004-07-18	88150	A
USGS	07229445	2004-07-19	88070	A
USGS	07229445	2004-07-20	87990	A
USGS	07229445	2004-07-21	87920	A
USGS	07229445	2004-07-22	87870	A
USGS	07229445	2004-07-23	87790	A
USGS	07229445	2004-07-24	87940	A
USGS	07229445	2004-07-25	87870	A
USGS	07229445	2004-07-26	87890	A
USGS	07229445	2004-07-27	87840	A
USGS	07229445	2004-07-28	87810	A
USGS	07229445	2004-07-29	88280	A
USGS	07229445	2004-07-30	88250	A
USGS	07229445	2004-07-31	88250	A
USGS	07229445	2004-08-01	88250	A
USGS	07229445	2004-08-02	88230	A
USGS	07229445	2004-08-03	88170	A
USGS	07229445	2004-08-04	88120	A
USGS	07229445	2004-08-05	88100	A
USGS	07229445	2004-08-06	88020	A
USGS	07229445	2004-08-07	87970	A
USGS	07229445	2004-08-08	87920	A
USGS	07229445	2004-08-09	87970	A
USGS	07229445	2004-08-10	87940	A
USGS	07229445	2004-08-11	88410	A
USGS	07229445	2004-08-12	88640	A
USGS	07229445	2004-08-13	88590	A
USGS	07229445	2004-08-14	88560	A
USGS	07229445	2004-08-15	88530	A
USGS	07229445	2004-08-16	88720	A
USGS	07229445	2004-08-17	88660	A
USGS	07229445	2004-08-18	88640	A
USGS	07229445	2004-08-19	88610	A
USGS	07229445	2004-08-20	88640	A
USGS	07229445	2004-08-21	88610	A
USGS	07229445	2004-08-22	88590	A
USGS	07229445	2004-08-23	88530	A
USGS	07229445	2004-08-24	88510	A
USGS	07229445	2004-08-25	88460	A
USGS	07229445	2004-08-26	88430	A
USGS	07229445	2004-08-27	88350	A
USGS	07229445	2004-08-28	88430	A
USGS	07229445	2004-08-29	88280	A
USGS	07229445	2004-08-30	88250	A
USGS	07229445	2004-08-31	88230	A
USGS	07229445	2004-09-01	88200	A
USGS	07229445	2004-09-02	88200	A
USGS	07229445	2004-09-03	88150	A
USGS	07229445	2004-09-04	88100	A
USGS	07229445	2004-09-05	88070	A
USGS	07229445	2004-09-06	88050	A
USGS	07229445	2004-09-07	87990	A
USGS	07229445	2004-09-08	87890	A
USGS	07229445	2004-09-09	87810	A
USGS	07229445	2004-09-10	87790	A
USGS	07229445	2004-09-11	87740	A
USGS	07229445	2004-09-12	87660	A
USGS	07229445	2004-09-13	87580	A
USGS	07229445	2004-09-14	87530	A
USGS	07229445	2004-09-15	87400	A
USGS	07229445	2004-09-16	87320	A
USGS	07229445	2004-09-17	87320	A
USGS	07229445	2004-09-18	87320	A
USGS	07229445	2004-09-19	87300	A
USGS	07229445	2004-09-20	87250	A
USGS	07229445	2004-09-21	87120	A
USGS	07229445	2004-09-22	87090	A
USGS	07229445	2004-09-23	87020	A
USGS	07229445	2004-09-24	87020	A
USGS	07229445	2004-09-25	86990	A
USGS	07229445	2004-09-26	86960	A
USGS	07229445	2004-09-27	86910	A
USGS	07229445	2004-09-28	86860	A
USGS	07229445	2004-09-29	86780	A
USGS	07229445	2004-09-30	86710	A
USGS	07229445	2004-10-01	86650	A
USGS	07229445	2004-10-02	86650	A
USGS	07229445	2004-10-03	86550	A
USGS	07229445	2004-10-04	86550	A
USGS	07229445	2004-10-05	86550	A
USGS	07229445	2004-10-06	86500	A
USGS	07229445	2004-10-07	86470	A
USGS	07229445	2004-10-08	86470	A
USGS	07229445	2004-10-09	86580	A:e
USGS	07229445	2004-10-10	86960	A:e
USGS	07229445	2004-10-11	87220	A:e
USGS	07229445	2004-10-12	87210	A
USGS	07229445	2004-10-13	87170	A
USGS	07229445	2004-10-14	87120	A
USGS	07229445	2004-10-15	87090	A
USGS	07229445	2004-10-16	87040	A
USGS	07229445	2004-10-17	87040	A
USGS	07229445	2004-10-18	86990	A
USGS	07229445	2004-10-19	86940	A
USGS	07229445	2004-10-20	86990	A
USGS	07229445	2004-10-21	86940	A
USGS	07229445	2004-10-22	86840	A
USGS	07229445	2004-10-23	86810	A
USGS	07229445	2004-10-24	86650	A
USGS	07229445	2004-10-25	86580	A
USGS	07229445	2004-10-26	86580	A
USGS	07229445	2004-10-27	86630	A
USGS	07229445	2004-10-28	86760	A
USGS	07229445	2004-10-29	86730	A
USGS	07229445	2004-10-30	86650	A
USGS	07229445	2004-10-31	86530	A
USGS	07229445	2004-11-01	87040	A
USGS	07229445	2004-11-02	86960	A
USGS	07229445	2004-11-03	87500	A
USGS	07229445	2004-11-04	87480	A
USGS	07229445	2004-11-05	87450	A
USGS	07229445	2004-11-06	87450	A
USGS	07229445	2004-11-07	87480	A
USGS	07229445	2004-11-08	87380	A
USGS	07229445	2004-11-09	87380	A
USGS	07229445	2004-11-10	87270	A
USGS	07229445	2004-11-11	87350	A
USGS	07229445	2004-11-12	87200	A
USGS	07229445	2004-11-13	87170	A
USGS	07229445	2004-11-14	87120	A
USGS	07229445	2004-11-15	87380	A
USGS	07229445	2004-11-16	87760	A
USGS	07229445	2004-11-17	87920	A
USGS	07229445	2004-11-18	88610	A
USGS	07229445	2004-11-19	88720	A
USGS	07229445	2004-11-20	88720	A
USGS	07229445	2004-11-21	89000	A
USGS	07229445	2004-11-22	89080	A
USGS	07229445	2004-11-23	89130	A
USGS	07229445	2004-11-24	89690	A
USGS	07229445	2004-11-25	89620	A
USGS	07229445	2004-11-26	89590	A
USGS	07229445	2004-11-27	89560	A
USGS	07229445	2004-11-28	89510	A
USGS	07229445	2004-11-29	89620	A
USGS	07229445	2004-11-30	89590	A
USGS	07229445	2004-12-01	89560	A
USGS	07229445	2004-12-02	89770	A
USGS	07229445	2004-12-03	89620	A
USGS	07229445	2004-12-04	89640	A
USGS	07229445	2004-12-05	89850	A
USGS	07229445	2004-12-06	89950	A
USGS	07229445	2004-12-07	90260	A
USGS	07229445	2004-12-08	90340	A
USGS	07229445	2004-12-09	90390	A
USGS	07229445	2004-12-10	90520	A
USGS	07229445	2004-12-11	90470	A
USGS	07229445	2004-12-12	90470	A
USGS	07229445	2004-12-13	90520	A
USGS	07229445	2004-12-14	90490	A
USGS	07229445	2004-12-15	90410	A
USGS	07229445	2004-12-16	90520	A
USGS	07229445	2004-12-17	90570	A
USGS	07229445	2004-12-18	90700	A
USGS	07229445	2004-12-19	90650	A
USGS	07229445	2004-12-20	90750	A
USGS	07229445	2004-12-21	90830	A
USGS	07229445	2004-12-22	90780	A
USGS	07229445	2004-12-23	90590	A
USGS	07229445	2004-12-24	90590	A
USGS	07229445	2004-12-25	90620	A
USGS	07229445	2004-12-26	90670	A
USGS	07229445	2004-12-27	90700	A
USGS	07229445	2004-12-28	90650	A
USGS	07229445	2004-12-29	90850	A
USGS	07229445	2004-12-30	90980	A
USGS	07229445	2004-12-31	91060	A
USGS	07229445	2005-01-01	91160	A
USGS	07229445	2005-01-02	91240	A
USGS	07229445	2005-01-03	91390	A
USGS	07229445	2005-01-04	91600	A
USGS	07229445	2005-01-05	92420	A
USGS	07229445	2005-01-06	92550	A
USGS	07229445	2005-01-07	92600	A
USGS	07229445	2005-01-08	92680	A
USGS	07229445	2005-01-09	92630	A
USGS	07229445	2005-01-10	92940	A
USGS	07229445	2005-01-11	93040	A
USGS	07229445	2005-01-12	93200	A
USGS	07229445	2005-01-13	93140	A
USGS	07229445	2005-01-14	92940	A
USGS	07229445	2005-01-15	92810	A
USGS	07229445	2005-01-16	92630	A
USGS	07229445	2005-01-17	92630	A
USGS	07229445	2005-01-18	92580	A
USGS	07229445	2005-01-19	92450	A
USGS	07229445	2005-01-20	92450	A
USGS	07229445	2005-01-21	92420	A
USGS	07229445	2005-01-22	92110	A
USGS	07229445	2005-01-23	92240	A
USGS	07229445	2005-01-24	92170	A
USGS	07229445	2005-01-25	92170	A
USGS	07229445	2005-01-26	92010	A
USGS	07229445	2005-01-27	92040	A
USGS	07229445	2005-01-28	92090	A
USGS	07229445	2005-01-29	92110	A
USGS	07229445	2005-01-30	92110	A
USGS	07229445	2005-01-31	92110	A
USGS	07229445	2005-02-01	92060	A
USGS	07229445	2005-02-02	92110	A
USGS	07229445	2005-02-03	92060	A
USGS	07229445	2005-02-04	92040	A
USGS	07229445	2005-02-05	92010	A
USGS	07229445	2005-02-06	92140	A
USGS	07229445	2005-02-07	92190	A
USGS	07229445	2005-02-08	92140	A
USGS	07229445	2005-02-09	92140	A
USGS	07229445	2005-02-10	92060	A
USGS	07229445	2005-02-11	92040	A
USGS	07229445	2005-02-12	92040	A
USGS	07229445	2005-02-13	92090	A
USGS	07229445	2005-02-14	92060	A
USGS	07229445	2005-02-15	92060	A
USGS	07229445	2005-02-16	91990	A
USGS	07229445	2005-02-17	91960	A
USGS	07229445	2005-02-18	91910	A
USGS	07229445	2005-02-19	91910	A
USGS	07229445	2005-02-20	91910	A
USGS	07229445	2005-02-21	91860	A
USGS	07229445	2005-02-22	91860	A
USGS	07229445	2005-02-23	91960	A
USGS	07229445	2005-02-24	92040	A
USGS	07229445	2005-02-25	92080	A
USGS	07229445	2005-02-26	92140	A
USGS	07229445	2005-02-27	92220	A:e
USGS	07229445	2005-02-28	92330	A
USGS	07229445	2005-03-01	92350	A
USGS	07229445	2005-03-02	92370	A
USGS	07229445	2005-03-03	92420	A
USGS	07229445	2005-03-04	92470	A
USGS	07229445	2005-03-05	92500	A
USGS	07229445	2005-03-06	92580	A
USGS	07229445	2005-03-07	92650	A
USGS	07229445	2005-03-08	92650	A
USGS	07229445	2005-03-09	92710	A
USGS	07229445	2005-03-10	92680	A
USGS	07229445	2005-03-11	92730	A
USGS	07229445	2005-03-12	92730	A
USGS	07229445	2005-03-13	92760	A
USGS	07229445	2005-03-14	92760	A
USGS	07229445	2005-03-15	92780	A
USGS	07229445	2005-03-16	92860	A
USGS	07229445	2005-03-17	92890	A
USGS	07229445	2005-03-18	92940	A
USGS	07229445	2005-03-19	92910	A
USGS	07229445	2005-03-20	92960	A
USGS	07229445	2005-03-21	93070	A
USGS	07229445	2005-03-22	93070	A
USGS	07229445	2005-03-23	93070	A
USGS	07229445	2005-03-24	93070	A
USGS	07229445	2005-03-25	93120	A
USGS	07229445	2005-03-26	93120	A
USGS	07229445	2005-03-27	93140	A
USGS	07229445	2005-03-28	93170	A
USGS	07229445	2005-03-29	93200	A
USGS	07229445	2005-03-30	93250	A
USGS	07229445	2005-03-31	93250	A
USGS	07229445	2005-04-01	93270	A
USGS	07229445	2005-04-02	93120	A
USGS	07229445	2005-04-03	92960	A
USGS	07229445	2005-04-04	92810	A
USGS	07229445	2005-04-05	92810	A
USGS	07229445	2005-04-06	92810	A
USGS	07229445	2005-04-07	92890	A
USGS	07229445	2005-04-08	92890	A
USGS	07229445	2005-04-09	92910	A
USGS	07229445	2005-04-10	92910	A
USGS	07229445	2005-04-11	93300	A
USGS	07229445	2005-04-12	93320	A
USGS	07229445	2005-04-13	93300	A
USGS	07229445	2005-04-14	93270	A
USGS	07229445	2005-04-15	93250	A
USGS	07229445	2005-04-16	93270	A
USGS	07229445	2005-04-17	93250	A
USGS	07229445	2005-04-18	93250	A
USGS	07229445	2005-04-19	93040	A
USGS	07229445	2005-04-20	92940	A
USGS	07229445	2005-04-21	92760	A
USGS	07229445	2005-04-22	92730	A
USGS	07229445	2005-04-23	92420	A
USGS	07229445	2005-04-24	92240	A
USGS	07229445	2005-04-25	92060	A
USGS	07229445	2005-04-26	91980	A
USGS	07229445	2005-04-27	91910	A
USGS	07229445	2005-04-28	91910	A
USGS	07229445	2005-04-29	91650	A
USGS	07229445	2005-04-30	91620	A
USGS	07229445	2005-05-01	91550	A
USGS	07229445	2005-05-02	91570	A
USGS	07229445	2005-05-03	91620	A
USGS	07229445	2005-05-04	91620	A
USGS	07229445	2005-05-05	91600	A
USGS	07229445	2005-05-06	91620	A
USGS	07229445	2005-05-07	91620	A
USGS	07229445	2005-05-08	91620	A
USGS	07229445	2005-05-09	91650	A
USGS	07229445	2005-05-10	91600	A
USGS	07229445	2005-05-11	91570	A
USGS	07229445	2005-05-12	91520	A
USGS	07229445	2005-05-13	91800	A
USGS	07229445	2005-05-14	91750	A
USGS	07229445	2005-05-15	91730	A
USGS	07229445	2005-05-16	91700	A
USGS	07229445	2005-05-17	91680	A
USGS	07229445	2005-05-18	91620	A
USGS	07229445	2005-05-19	91600	A
USGS	07229445	2005-05-20	91600	A
USGS	07229445	2005-05-21	91520	A
USGS	07229445	2005-05-22	91440	A
USGS	07229445	2005-05-23	91340	A
USGS	07229445	2005-05-24	91290	A
USGS	07229445	2005-05-25	91240	A
USGS	07229445	2005-05-26	91190	A
USGS	07229445	2005-05-27	91140	A
USGS	07229445	2005-05-28	91160	A
USGS	07229445	2005-05-29	91190	A
USGS	07229445	2005-05-30	91190	A
USGS	07229445	2005-05-31	91140	A
USGS	07229445	2005-06-01	91140	A
USGS	07229445	2005-06-02	91160	A
USGS	07229445	2005-06-03	91140	A
USGS	07229445	2005-06-04	91060	A
USGS	07229445	2005-06-05	91080	A
USGS	07229445	2005-06-06	91110	A
USGS	07229445	2005-06-07	91060	A
USGS	07229445	2005-06-08	90930	A
USGS	07229445	2005-06-09	90830	A
USGS	07229445	2005-06-10	90880	A
USGS	07229445	2005-06-11	90880	A
USGS	07229445	2005-06-12	90750	A
USGS	07229445	2005-06-13	90850	A
USGS	07229445	2005-06-14	90800	A
USGS	07229445	2005-06-15	90720	A
USGS	07229445	2005-06-16	90720	A
USGS	07229445	2005-06-17	91030	A
USGS	07229445	2005-06-18	90930	A
USGS	07229445	2005-06-19	90800	A
USGS	07229445	2005-06-20	90700	A
USGS	07229445	2005-06-21	90570	A
USGS	07229445	2005-06-22	90470	A
USGS	07229445	2005-06-23	90310	A
USGS	07229445	2005-06-24	90180	A
USGS	07229445	2005-06-25	90000	A
USGS	07229445	2005-06-26	89850	A
USGS	07229445	2005-06-27	89690	A
USGS	07229445	2005-06-28	89510	A
USGS	07229445	2005-06-29	89330	A
USGS	07229445	2005-06-30	89100	A
USGS	07229445	2005-07-01	89020	A
USGS	07229445	2005-07-02	89000	A
USGS	07229445	2005-07-03	88920	A
USGS	07229445	2005-07-04	89200	A
USGS	07229445	2005-07-05	89310	A
USGS	07229445	2005-07-06	89200	A
USGS	07229445	2005-07-07	89100	A
USGS	07229445	2005-07-08	89080	A
USGS	07229445	2005-07-09	89050	A
USGS	07229445	2005-07-10	89000	A
USGS	07229445	2005-07-11	88950	A
USGS	07229445	2005-07-12	88900	A
USGS	07229445	2005-07-13	88840	A
USGS	07229445	2005-07-14	88870	A
USGS	07229445	2005-07-15	88900	A
USGS	07229445	2005-07-16	88870	A
USGS	07229445	2005-07-17	88820	A
USGS	07229445	2005-07-18	88740	A
USGS	07229445	2005-07-19	88690	A
USGS	07229445	2005-07-20	88590	A
USGS	07229445	2005-07-21	88460	A
USGS	07229445	2005-07-22	88350	A
USGS	07229445	2005-07-23	88230	A
USGS	07229445	2005-07-24	88120	A
USGS	07229445	2005-07-25	87970	A
USGS	07229445	2005-07-26	87810	A
USGS	07229445	2005-07-27	87680	A
USGS	07229445	2005-07-28	87630	A
USGS	07229445	2005-07-29	87560	A
USGS	07229445	2005-07-30	87480	A
USGS	07229445	2005-07-31	87400	A
USGS	07229445	2005-08-01	87300	A
USGS	07229445	2005-08-02	87170	A
USGS	07229445	2005-08-03	87070	A
USGS	07229445	2005-08-04	86960	A
USGS	07229445	2005-08-05	86840	A
USGS	07229445	2005-08-06	86760	A
USGS	07229445	2005-08-07	86730	A
USGS	07229445	2005-08-08	86760	A
USGS	07229445	2005-08-09	86680	A
USGS	07229445	2005-08-10	86600	A
USGS	07229445	2005-08-11	86530	A
USGS	07229445	2005-08-12	86420	A
USGS	07229445	2005-08-13	86370	A
USGS	07229445	2005-08-14	86580	A
USGS	07229445	2005-08-15	86710	A
USGS	07229445	2005-08-16	86780	A
USGS	07229445	2005-08-17	86840	A
USGS	07229445	2005-08-18	86840	A
USGS	07229445	2005-08-19	86780	A
USGS	07229445	2005-08-20	86730	A
USGS	07229445	2005-08-21	87070	A
USGS	07229445	2005-08-22	87270	A
USGS	07229445	2005-08-23	87430	A
USGS	07229445	2005-08-24	87380	A
USGS	07229445	2005-08-25	87350	A
USGS	07229445	2005-08-26	87350	A
USGS	07229445	2005-08-27	87320	A
USGS	07229445	2005-08-28	87300	A
USGS	07229445	2005-08-29	87400	A
USGS	07229445	2005-08-30	87380	A
USGS	07229445	2005-08-31	87320	A
USGS	07229445	2005-09-01	87300	A
USGS	07229445	2005-09-02	87270	A
USGS	07229445	2005-09-03	87250	A
USGS	07229445	2005-09-04	87220	A
USGS	07229445	2005-09-05	87170	A
USGS	07229445	2005-09-06	87140	A
USGS	07229445	2005-09-07	87090	A
USGS	07229445	2005-09-08	87040	A
USGS	07229445	2005-09-09	87040	A
USGS	07229445	2005-09-10	86960	A
USGS	07229445	2005-09-11	86860	A
USGS	07229445	2005-09-12	86960	A
USGS	07229445	2005-09-13	86960	A
USGS	07229445	2005-09-14	86940	A
USGS	07229445	2005-09-15	87200	A
USGS	07229445	2005-09-16	87140	A
USGS	07229445	2005-09-17	87140	A
USGS	07229445	2005-09-18	87090	A
USGS	07229445	2005-09-19	87140	A
USGS	07229445	2005-09-20	87120	A
USGS	07229445	2005-09-21	87120	A
USGS	07229445	2005-09-22	87070	A
USGS	07229445	2005-09-23	87040	A
USGS	07229445	2005-09-24	87040	A
USGS	07229445	2005-09-25	87040	A
USGS	07229445	2005-09-26	87090	A
USGS	07229445	2005-09-27	86960	A
USGS	07229445	2005-09-28	86940	A
USGS	07229445	2005-09-29	86780	A
USGS	07229445	2005-09-30	86680	A
USGS	07229445	2005-10-01	86730	A
USGS	07229445	2005-10-02	86680	A
USGS	07229445	2005-10-03	86680	A
USGS	07229445	2005-10-04	86650	A
USGS	07229445	2005-10-05	86650	A
USGS	07229445	2005-10-06	86730	A
USGS	07229445	2005-10-07	86730	A
USGS	07229445	2005-10-08	86680	A
USGS	07229445	2005-10-09	86630	A
USGS	07229445	2005-10-10	86630	A
USGS	07229445	2005-10-11	86680	A
USGS	07229445	2005-10-12	86680	A
USGS	07229445	2005-10-13	86680	A
USGS	07229445	2005-10-14	86680	A
USGS	07229445	2005-10-15	86680	A
USGS	07229445	2005-10-16	86680	A
USGS	07229445	2005-10-17	86650	A
USGS	07229445	2005-10-18	86650	A
USGS	07229445	2005-10-19	86630	A
USGS	07229445	2005-10-20	86650	A
USGS	07229445	2005-10-21	86600	A
USGS	07229445	2005-10-22	86600	A
USGS	07229445	2005-10-23	86580	A
USGS	07229445	2005-10-24	86550	A
USGS	07229445	2005-10-25	86500	A
USGS	07229445	2005-10-26	86500	A
USGS	07229445	2005-10-27	86470	A
USGS	07229445	2005-10-28	86470	A
USGS	07229445	2005-10-29	86450	A
USGS	07229445	2005-10-30	86400	A
USGS	07229445	2005-10-31	86600	A
USGS	07229445	2005-11-01	86580	A
USGS	07229445	2005-11-02	86580	A
USGS	07229445	2005-11-03	86550	A
USGS	07229445	2005-11-04	86500	A
USGS	07229445	2005-11-05	86530	A
USGS	07229445	2005-11-06	86530	A
USGS	07229445	2005-11-07	86550	A
