# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-12-27 18:58:15 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07308990 Lake Ellsworth near Elgin, OK
# -----------------------------------------------------------------------------------
#
# Data provided for site 07308990
#            TS   parameter     statistic     Description
#        111644       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	111644_00054_32400	111644_00054_32400_cd
USGS	07308990	2012-09-14	31610	A
USGS	07308990	2012-09-15	31450	A
USGS	07308990	2012-09-16	31280	A
USGS	07308990	2012-09-17	31370	A
USGS	07308990	2012-09-18	30990	A
USGS	07308990	2012-09-19	30830	A
USGS	07308990	2012-09-20	30660	A
USGS	07308990	2012-09-21	30540	A
USGS	07308990	2012-09-22	30540	A
USGS	07308990	2012-09-23	30330	A
USGS	07308990	2012-09-24	30210	A
USGS	07308990	2012-09-25	30160	A
USGS	07308990	2012-09-26	30410	A
USGS	07308990	2012-09-27	30500	A
USGS	07308990	2012-09-28	30410	A
USGS	07308990	2012-09-29	30700	A
USGS	07308990	2012-09-30	30580	A
USGS	07308990	2012-10-01	30540	A
USGS	07308990	2012-10-02	30330	A
USGS	07308990	2012-10-03	30210	A
USGS	07308990	2012-10-04	30080	A
USGS	07308990	2012-10-05	30000	A
USGS	07308990	2012-10-06	29710	A
USGS	07308990	2012-10-07	29540	A
USGS	07308990	2012-10-08	29380	A
USGS	07308990	2012-10-09	29340	A
USGS	07308990	2012-10-10	29170	A
USGS	07308990	2012-10-11	29170	A
USGS	07308990	2012-10-12	29090	A
USGS	07308990	2012-10-13	29210	A
USGS	07308990	2012-10-14	29170	A
USGS	07308990	2012-10-15	29050	A
USGS	07308990	2012-10-16	28960	A
USGS	07308990	2012-10-17	28840	A
USGS	07308990	2012-10-18	28670	A
USGS	07308990	2012-10-19	28470	A
USGS	07308990	2012-10-20	28420	A
USGS	07308990	2012-10-21	28380	A
USGS	07308990	2012-10-22	28340	A
USGS	07308990	2012-10-23	28260	A
USGS	07308990	2012-10-24	28130	A
USGS	07308990	2012-10-25	28090	A
USGS	07308990	2012-10-26	27760	A
USGS	07308990	2012-10-27	27640	A
USGS	07308990	2012-10-28	27550	A
USGS	07308990	2012-10-29	27470	A
USGS	07308990	2012-10-30	27390	A
USGS	07308990	2012-10-31	27300	A
USGS	07308990	2012-11-01	27220	A
USGS	07308990	2012-11-02	27100	A
USGS	07308990	2012-11-03	27060	A
USGS	07308990	2012-11-04	26930	A
USGS	07308990	2012-11-05	26810	A
USGS	07308990	2012-11-06	26640	A
USGS	07308990	2012-11-07	26480	A
USGS	07308990	2012-11-08	26350	A
USGS	07308990	2012-11-09	26140	A
USGS	07308990	2012-11-10	25940	A
USGS	07308990	2012-11-11	26140	A
USGS	07308990	2012-11-12	25900	A
USGS	07308990	2012-11-13	25770	A
USGS	07308990	2012-11-14	25630	A
USGS	07308990	2012-11-15	25570	A
USGS	07308990	2012-11-16	25530	A
USGS	07308990	2012-11-17	25470	A
USGS	07308990	2012-11-18	25440	A
USGS	07308990	2012-11-19	25340	A
USGS	07308990	2012-11-20	25240	A
USGS	07308990	2012-11-21	25140	A
USGS	07308990	2012-11-22	25400	A
USGS	07308990	2012-11-23	24880	A
USGS	07308990	2012-11-24	24690	A
USGS	07308990	2012-11-25	24620	A
USGS	07308990	2012-11-26	24590	A
USGS	07308990	2012-11-27	24330	A
USGS	07308990	2012-11-28	24200	A
USGS	07308990	2012-11-29	24100	A
USGS	07308990	2012-11-30	24040	A
USGS	07308990	2012-12-01	24070	A
USGS	07308990	2012-12-02	23940	A
USGS	07308990	2012-12-03	24040	A
USGS	07308990	2012-12-04	23940	A
USGS	07308990	2012-12-05	23810	A
USGS	07308990	2012-12-06	23810	A
USGS	07308990	2012-12-07	23680	A
USGS	07308990	2012-12-08	23620	A
USGS	07308990	2012-12-09	23650	A
USGS	07308990	2012-12-10	23390	A
USGS	07308990	2012-12-11	23320	A
USGS	07308990	2012-12-12	23230	A
USGS	07308990	2012-12-13	23160	A
USGS	07308990	2012-12-14	23160	A
USGS	07308990	2012-12-15	23160	A
USGS	07308990	2012-12-16	23130	A
USGS	07308990	2012-12-17	23060	A
USGS	07308990	2012-12-18	23030	A
USGS	07308990	2012-12-19	23230	A
USGS	07308990	2012-12-20	22840	A
USGS	07308990	2012-12-21	22740	A
USGS	07308990	2012-12-22	22670	A
USGS	07308990	2012-12-23	22670	A
USGS	07308990	2012-12-24	22480	A
USGS	07308990	2012-12-25	22740	A
USGS	07308990	2012-12-26	22510	A
USGS	07308990	2012-12-27	22480	A
USGS	07308990	2012-12-28	22380	A
USGS	07308990	2012-12-29	22320	A
USGS	07308990	2012-12-30	22250	A
USGS	07308990	2012-12-31	22450	A
USGS	07308990	2013-01-01	22320	A
USGS	07308990	2013-01-02	22250	A
USGS	07308990	2013-01-03	22120	A
USGS	07308990	2013-01-04	22020	A
USGS	07308990	2013-01-05	22060	A
USGS	07308990	2013-01-06	21960	A
USGS	07308990	2013-01-07	21890	A
USGS	07308990	2013-01-08	21860	A
USGS	07308990	2013-01-09	21930	A
USGS	07308990	2013-01-10	22090	A
USGS	07308990	2013-01-11	22150	A
USGS	07308990	2013-01-12	22120	A
USGS	07308990	2013-01-13	21890	A
USGS	07308990	2013-01-14	21830	A
USGS	07308990	2013-01-15	21730	A
USGS	07308990	2013-01-16	21660	A
USGS	07308990	2013-01-17	21660	A
USGS	07308990	2013-01-18	21570	A
USGS	07308990	2013-01-19	21530	A
USGS	07308990	2013-01-20	21500	A
USGS	07308990	2013-01-21	21340	A
USGS	07308990	2013-01-22	21270	A
USGS	07308990	2013-01-23	21210	A
USGS	07308990	2013-01-24	21140	A
USGS	07308990	2013-01-25	21010	A
USGS	07308990	2013-01-26	20850	A
USGS	07308990	2013-01-27	20850	A
USGS	07308990	2013-01-28	20790	A
USGS	07308990	2013-01-29	21010	A
USGS	07308990	2013-01-30	20690	A
USGS	07308990	2013-01-31	20660	A
USGS	07308990	2013-02-01	20590	A
USGS	07308990	2013-02-02	20530	A
USGS	07308990	2013-02-03	20460	A
USGS	07308990	2013-02-04	20430	A
USGS	07308990	2013-02-05	20360	A
USGS	07308990	2013-02-06	20330	A
USGS	07308990	2013-02-07	20330	A
USGS	07308990	2013-02-08	20230	A
USGS	07308990	2013-02-09	20300	A
USGS	07308990	2013-02-10	20360	A
USGS	07308990	2013-02-11	20360	A
USGS	07308990	2013-02-12	20560	A
USGS	07308990	2013-02-13	20560	A
USGS	07308990	2013-02-14	20720	A
USGS	07308990	2013-02-15	20590	A
USGS	07308990	2013-02-16	20560	A
USGS	07308990	2013-02-17	20590	A
USGS	07308990	2013-02-18	20620	A
USGS	07308990	2013-02-19	20620	A
USGS	07308990	2013-02-20	20750	A
USGS	07308990	2013-02-21	21010	A
USGS	07308990	2013-02-22	20950	A
USGS	07308990	2013-02-23	20920	A
USGS	07308990	2013-02-24	21010	A
USGS	07308990	2013-02-25	21270	A
USGS	07308990	2013-02-26	21240	A
USGS	07308990	2013-02-27	21240	A
USGS	07308990	2013-02-28	21240	A
USGS	07308990	2013-03-01	21270	A
USGS	07308990	2013-03-02	21270	A
USGS	07308990	2013-03-03	21270	A
USGS	07308990	2013-03-04	21500	A
USGS	07308990	2013-03-05	21340	A
USGS	07308990	2013-03-06	21370	A
USGS	07308990	2013-03-07	21400	A
USGS	07308990	2013-03-08	21340	A
USGS	07308990	2013-03-09	21600	A
USGS	07308990	2013-03-10	21660	A
USGS	07308990	2013-03-11	21660	A
USGS	07308990	2013-03-12	21660	A
USGS	07308990	2013-03-13	21660	A
USGS	07308990	2013-03-14	21630	A
USGS	07308990	2013-03-15	21630	A
USGS	07308990	2013-03-16	21860	A
USGS	07308990	2013-03-17	21570	A
USGS	07308990	2013-03-18	21530	A
USGS	07308990	2013-03-19	21530	A
USGS	07308990	2013-03-20	21440	A
USGS	07308990	2013-03-21	21440	A
USGS	07308990	2013-03-22	21400	A
USGS	07308990	2013-03-23	21530	A
USGS	07308990	2013-03-24	21370	A
USGS	07308990	2013-03-25	21340	A
USGS	07308990	2013-03-26	21310	A
USGS	07308990	2013-03-27	21270	A
USGS	07308990	2013-03-28	21370	A
USGS	07308990	2013-03-29	21440	A
USGS	07308990	2013-03-30	21400	A
USGS	07308990	2013-03-31	21500	A
USGS	07308990	2013-04-01	21660	A
USGS	07308990	2013-04-02	21760	A
USGS	07308990	2013-04-03	21930	A
USGS	07308990	2013-04-04	21930	A
USGS	07308990	2013-04-05	21890	A
USGS	07308990	2013-04-06	21930	A
USGS	07308990	2013-04-07	21930	A
USGS	07308990	2013-04-08	21990	A
USGS	07308990	2013-04-09	22580	A
USGS	07308990	2013-04-10	22800	A
USGS	07308990	2013-04-11	23000	A
USGS	07308990	2013-04-12	23190	A
USGS	07308990	2013-04-13	23160	A
USGS	07308990	2013-04-14	23260	A
USGS	07308990	2013-04-15	23230	A
USGS	07308990	2013-04-16	23160	A
USGS	07308990	2013-04-17	31490	A
USGS	07308990	2013-04-18	37250	A
USGS	07308990	2013-04-19	37830	A
USGS	07308990	2013-04-20	38120	A
USGS	07308990	2013-04-21	38290	A
USGS	07308990	2013-04-22	38450	A
USGS	07308990	2013-04-23	38530	A
USGS	07308990	2013-04-24	38530	A
USGS	07308990	2013-04-25	38580	A
USGS	07308990	2013-04-26	38740	A
USGS	07308990	2013-04-27	38830	A
USGS	07308990	2013-04-28	38910	A
USGS	07308990	2013-04-29	38910	A
USGS	07308990	2013-04-30	38950	A
USGS	07308990	2013-05-01	39410	A
USGS	07308990	2013-05-02	38990	A
USGS	07308990	2013-05-03	38910	A
USGS	07308990	2013-05-04	38910	A
USGS	07308990	2013-05-05	38910	A
USGS	07308990	2013-05-06	38950	A
USGS	07308990	2013-05-07	38950	A
USGS	07308990	2013-05-08	39160	A
USGS	07308990	2013-05-09	39160	A
USGS	07308990	2013-05-10	39320	A
USGS	07308990	2013-05-11	39320	A
USGS	07308990	2013-05-12	39240	A
USGS	07308990	2013-05-13	39160	A
USGS	07308990	2013-05-14	39160	A
USGS	07308990	2013-05-15	39160	A
USGS	07308990	2013-05-16	39160	A
USGS	07308990	2013-05-17	39160	A
USGS	07308990	2013-05-18	39780	A
USGS	07308990	2013-05-19	40520	A
USGS	07308990	2013-05-20	40900	A
USGS	07308990	2013-05-21	41470	A:e
USGS	07308990	2013-05-22	41730	A:e
USGS	07308990	2013-05-23	41850	A
USGS	07308990	2013-05-24	41930	A
USGS	07308990	2013-05-25	41970	A
USGS	07308990	2013-05-26	42020	A
USGS	07308990	2013-05-27	41970	A
USGS	07308990	2013-05-28	42100	A
USGS	07308990	2013-05-29	42180	A
USGS	07308990	2013-05-30	42470	A
USGS	07308990	2013-05-31	42600	A
USGS	07308990	2013-06-01	42600	A
USGS	07308990	2013-06-02	42550	A
USGS	07308990	2013-06-03	42390	A
USGS	07308990	2013-06-04	43010	A
USGS	07308990	2013-06-05	43220	A
USGS	07308990	2013-06-06	43220	A
USGS	07308990	2013-06-07	43220	A
USGS	07308990	2013-06-08	43220	A
USGS	07308990	2013-06-09	43380	A
USGS	07308990	2013-06-10	43380	A
USGS	07308990	2013-06-11	43260	A
USGS	07308990	2013-06-12	43260	A
USGS	07308990	2013-06-13	43260	A
USGS	07308990	2013-06-14	43260	A
USGS	07308990	2013-06-15	43180	A
USGS	07308990	2013-06-16	43130	A
USGS	07308990	2013-06-17	43670	A
USGS	07308990	2013-06-18	43710	A
USGS	07308990	2013-06-19	43670	A
USGS	07308990	2013-06-20	43630	A
USGS	07308990	2013-06-21	43550	A
USGS	07308990	2013-06-22	43420	A
USGS	07308990	2013-06-23	43380	A
USGS	07308990	2013-06-24	43300	A
USGS	07308990	2013-06-25	43180	A
USGS	07308990	2013-06-26	43220	A
USGS	07308990	2013-06-27	43180	A
USGS	07308990	2013-06-28	43130	A
USGS	07308990	2013-06-29	43130	A
USGS	07308990	2013-06-30	43010	A
USGS	07308990	2013-07-01	42930	A
USGS	07308990	2013-07-02	42800	A
USGS	07308990	2013-07-03	42720	A
USGS	07308990	2013-07-04	42640	A
USGS	07308990	2013-07-05	42510	A
USGS	07308990	2013-07-06	42430	A
USGS	07308990	2013-07-07	42390	A
USGS	07308990	2013-07-08	42350	A
USGS	07308990	2013-07-09	42260	A
USGS	07308990	2013-07-10	42220	A
USGS	07308990	2013-07-11	42220	A
USGS	07308990	2013-07-12	42100	A
USGS	07308990	2013-07-13	42020	A
USGS	07308990	2013-07-14	42350	A
USGS	07308990	2013-07-15	42430	A
USGS	07308990	2013-07-16	42550	A
USGS	07308990	2013-07-17	42640	A
USGS	07308990	2013-07-18	42600	A
USGS	07308990	2013-07-19	42510	A
USGS	07308990	2013-07-20	42430	A
USGS	07308990	2013-07-21	42310	A
USGS	07308990	2013-07-22	42180	A
USGS	07308990	2013-07-23	42100	A
USGS	07308990	2013-07-24	42020	A
USGS	07308990	2013-07-25	41890	A
USGS	07308990	2013-07-26	60360	A
USGS	07308990	2013-07-27	61500	A
USGS	07308990	2013-07-28	61660	A
USGS	07308990	2013-07-29	61660	A
USGS	07308990	2013-07-30	61760	A
USGS	07308990	2013-07-31	61710	A
USGS	07308990	2013-08-01	61660	A
USGS	07308990	2013-08-02	61500	A
USGS	07308990	2013-08-03	61450	A
USGS	07308990	2013-08-04	61290	A
USGS	07308990	2013-08-05	61190	A
USGS	07308990	2013-08-06	60980	A
USGS	07308990	2013-08-07	61140	A
USGS	07308990	2013-08-08	61030	A
USGS	07308990	2013-08-09	60930	A
USGS	07308990	2013-08-10	60770	A
USGS	07308990	2013-08-11	60620	A
USGS	07308990	2013-08-12	60930	A
USGS	07308990	2013-08-13	61080	A
USGS	07308990	2013-08-14	60980	A
USGS	07308990	2013-08-15	61080	A
USGS	07308990	2013-08-16	61140	A
USGS	07308990	2013-08-17	61030	A
USGS	07308990	2013-08-18	60880	A
USGS	07308990	2013-08-19	60770	A
USGS	07308990	2013-08-20	60620	A
USGS	07308990	2013-08-21	60460	A
USGS	07308990	2013-08-22	60410	A
USGS	07308990	2013-08-23	60300	A
USGS	07308990	2013-08-24	60150	A
USGS	07308990	2013-08-25	60040	A
USGS	07308990	2013-08-26	59940	A
USGS	07308990	2013-08-27	59780	A
USGS	07308990	2013-08-28	59630	A
USGS	07308990	2013-08-29	59520	A
USGS	07308990	2013-08-30	59370	A
USGS	07308990	2013-08-31	59310	A
USGS	07308990	2013-09-01	59210	A
USGS	07308990	2013-09-02	59050	A
USGS	07308990	2013-09-03	58900	A
USGS	07308990	2013-09-04	58740	A
USGS	07308990	2013-09-05	58580	A
USGS	07308990	2013-09-06	58480	A
USGS	07308990	2013-09-07	58320	A
USGS	07308990	2013-09-08	58220	A
USGS	07308990	2013-09-09	58010	A
USGS	07308990	2013-09-10	57800	A
USGS	07308990	2013-09-11	57750	A
USGS	07308990	2013-09-12	57600	A
USGS	07308990	2013-09-13	57540	A
USGS	07308990	2013-09-14	57330	A
USGS	07308990	2013-09-15	57230	A
USGS	07308990	2013-09-16	57390	A
USGS	07308990	2013-09-17	57440	A
USGS	07308990	2013-09-18	57230	A
USGS	07308990	2013-09-19	57180	A
USGS	07308990	2013-09-20	57070	A
USGS	07308990	2013-09-21	56870	A
USGS	07308990	2013-09-22	56710	A
USGS	07308990	2013-09-23	56550	A
USGS	07308990	2013-09-24	56450	A
USGS	07308990	2013-09-25	56240	A
USGS	07308990	2013-09-26	56080	A
USGS	07308990	2013-09-27	55880	A
USGS	07308990	2013-09-28	56400	A
USGS	07308990	2013-09-29	56240	A
USGS	07308990	2013-09-30	56080	A
USGS	07308990	2013-10-01	55980	A
USGS	07308990	2013-10-02	55880	A
USGS	07308990	2013-10-03	55770	A
USGS	07308990	2013-10-04	55880	A
USGS	07308990	2013-10-05	55820	A
USGS	07308990	2013-10-06	55670	A
USGS	07308990	2013-10-07	55560	A
USGS	07308990	2013-10-08	55410	A
USGS	07308990	2013-10-09	55250	A
USGS	07308990	2013-10-10	55150	A
USGS	07308990	2013-10-11	55100	A
USGS	07308990	2013-10-12	55040	A
USGS	07308990	2013-10-13	54940	A
USGS	07308990	2013-10-14	55100	A
USGS	07308990	2013-10-15	55040	A
USGS	07308990	2013-10-16	54830	A
USGS	07308990	2013-10-17	54730	A
USGS	07308990	2013-10-18	54830	A
USGS	07308990	2013-10-19	54570	A
USGS	07308990	2013-10-20	54520	A
USGS	07308990	2013-10-21	54370	A
USGS	07308990	2013-10-22	54310	A
USGS	07308990	2013-10-23	54310	A
USGS	07308990	2013-10-24	54160	A
USGS	07308990	2013-10-25	54050	A
USGS	07308990	2013-10-26	54160	A
USGS	07308990	2013-10-27	54050	A
USGS	07308990	2013-10-28	54000	A
USGS	07308990	2013-10-29	54000	A
USGS	07308990	2013-10-30	54110	A
USGS	07308990	2013-10-31	54110	A
USGS	07308990	2013-11-01	54050	A
USGS	07308990	2013-11-02	53900	A
USGS	07308990	2013-11-03	53640	A
USGS	07308990	2013-11-04	53740	A
USGS	07308990	2013-11-05	54160	A
USGS	07308990	2013-11-06	53790	A
USGS	07308990	2013-11-07	53690	A
USGS	07308990	2013-11-08	53480	A
USGS	07308990	2013-11-09	53480	A
USGS	07308990	2013-11-10	53480	A
USGS	07308990	2013-11-11	53950	A
USGS	07308990	2013-11-12	53220	A
USGS	07308990	2013-11-13	53060	A
USGS	07308990	2013-11-14	52960	A
USGS	07308990	2013-11-15	52960	A
USGS	07308990	2013-11-16	52960	A
USGS	07308990	2013-11-17	52960	A
USGS	07308990	2013-11-18	52910	A
USGS	07308990	2013-11-19	52700	A
USGS	07308990	2013-11-20	52750	A
USGS	07308990	2013-11-21	53220	A
USGS	07308990	2013-11-22	52750	A
USGS	07308990	2013-11-23	52650	A
USGS	07308990	2013-11-24	52650	A
USGS	07308990	2013-11-25	52700	A
USGS	07308990	2013-11-26	52650	A
USGS	07308990	2013-11-27	52490	A
USGS	07308990	2013-11-28	52490	A
USGS	07308990	2013-11-29	52280	A
USGS	07308990	2013-11-30	52440	A
USGS	07308990	2013-12-01	52440	A
USGS	07308990	2013-12-02	52440	A
USGS	07308990	2013-12-03	52390	A
USGS	07308990	2013-12-04	52390	A
USGS	07308990	2013-12-05	52440	A
USGS	07308990	2013-12-06	52280	A
USGS	07308990	2013-12-07	52180	A
USGS	07308990	2013-12-08	52180	A
USGS	07308990	2013-12-09	52130	A
USGS	07308990	2013-12-10	52070	A
USGS	07308990	2013-12-11	52070	A
USGS	07308990	2013-12-12	52020	A
USGS	07308990	2013-12-13	52020	A
USGS	07308990	2013-12-14	51970	A
USGS	07308990	2013-12-15	51970	A
USGS	07308990	2013-12-16	51970	A
USGS	07308990	2013-12-17	51920	A
USGS	07308990	2013-12-18	51870	A
USGS	07308990	2013-12-19	51920	A
USGS	07308990	2013-12-20	52180	A
USGS	07308990	2013-12-21	52340	A
USGS	07308990	2013-12-22	52340	A
USGS	07308990	2013-12-23	52340	A
USGS	07308990	2013-12-24	52340	A
USGS	07308990	2013-12-25	52280	A
USGS	07308990	2013-12-26	52230	A
USGS	07308990	2013-12-27	52230	A
USGS	07308990	2013-12-28	52230	A
USGS	07308990	2013-12-29	52180	A
USGS	07308990	2013-12-30	52180	A
USGS	07308990	2013-12-31	52020	A
USGS	07308990	2014-01-01	52180	A
USGS	07308990	2014-01-02	52020	A
USGS	07308990	2014-01-03	51970	A:e
USGS	07308990	2014-01-04	51930	A:e
USGS	07308990	2014-01-05	51870	A
USGS	07308990	2014-01-06	51710	A
USGS	07308990	2014-01-07	51660	A
USGS	07308990	2014-01-08	51610	A
USGS	07308990	2014-01-09	51450	A
USGS	07308990	2014-01-10	51400	A
USGS	07308990	2014-01-11	51290	A
USGS	07308990	2014-01-12	51140	A
USGS	07308990	2014-01-13	50980	A
USGS	07308990	2014-01-14	50880	A
USGS	07308990	2014-01-15	50720	A
USGS	07308990	2014-01-16	50670	A
USGS	07308990	2014-01-17	50460	A
USGS	07308990	2014-01-18	50410	A
USGS	07308990	2014-01-19	50150	A
USGS	07308990	2014-01-20	50150	A
USGS	07308990	2014-01-21	49890	A
USGS	07308990	2014-01-22	49940	A
USGS	07308990	2014-01-23	49680	A
USGS	07308990	2014-01-24	49420	A
USGS	07308990	2014-01-25	49310	A
USGS	07308990	2014-01-26	49310	A
USGS	07308990	2014-01-27	49210	A
USGS	07308990	2014-01-28	48850	A
USGS	07308990	2014-01-29	48590	A
USGS	07308990	2014-01-30	48530	A
USGS	07308990	2014-01-31	48480	A
USGS	07308990	2014-02-01	48430	A
USGS	07308990	2014-02-02	48270	A
USGS	07308990	2014-02-03	48120	A
USGS	07308990	2014-02-04	48100	A:e
USGS	07308990	2014-02-05	48100	A:e
USGS	07308990	2014-02-06	47800	A
USGS	07308990	2014-02-07	47650	A
USGS	07308990	2014-02-08	47600	A
USGS	07308990	2014-02-09	47540	A
USGS	07308990	2014-02-10	47390	A
USGS	07308990	2014-02-11	47230	A
USGS	07308990	2014-02-12	47180	A
USGS	07308990	2014-02-13	47020	A
USGS	07308990	2014-02-14	46970	A
USGS	07308990	2014-02-15	46870	A
USGS	07308990	2014-02-16	46710	A
USGS	07308990	2014-02-17	46660	A
USGS	07308990	2014-02-18	46550	A
USGS	07308990	2014-02-19	46500	A
USGS	07308990	2014-02-20	46450	A
USGS	07308990	2014-02-21	46450	A
USGS	07308990	2014-02-22	46450	A
USGS	07308990	2014-02-23	46450	A
USGS	07308990	2014-02-24	46450	A
USGS	07308990	2014-02-25	46610	A
USGS	07308990	2014-02-26	46410	A
USGS	07308990	2014-02-27	46410	A
USGS	07308990	2014-02-28	46610	A
USGS	07308990	2014-03-01	46770	A:e
USGS	07308990	2014-03-02	46540	A:e
USGS	07308990	2014-03-03	46370	A
USGS	07308990	2014-03-04	46330	A
USGS	07308990	2014-03-05	46410	A
USGS	07308990	2014-03-06	46280	A
USGS	07308990	2014-03-07	46280	A
USGS	07308990	2014-03-08	46240	A
USGS	07308990	2014-03-09	46200	A
USGS	07308990	2014-03-10	46080	A
USGS	07308990	2014-03-11	46160	A
USGS	07308990	2014-03-12	45990	A
USGS	07308990	2014-03-13	45950	A
USGS	07308990	2014-03-14	45910	A
USGS	07308990	2014-03-15	46200	A
USGS	07308990	2014-03-16	46120	A
USGS	07308990	2014-03-17	45990	A
USGS	07308990	2014-03-18	46040	A
USGS	07308990	2014-03-19	45910	A
USGS	07308990	2014-03-20	45790	A
USGS	07308990	2014-03-21	45790	A
USGS	07308990	2014-03-22	45620	A
USGS	07308990	2014-03-23	45500	A
USGS	07308990	2014-03-24	45460	A
USGS	07308990	2014-03-25	45210	A
USGS	07308990	2014-03-26	45210	A
USGS	07308990	2014-03-27	45250	A
USGS	07308990	2014-03-28	45080	A
USGS	07308990	2014-03-29	44960	A
USGS	07308990	2014-03-30	44670	A
USGS	07308990	2014-03-31	44790	A
USGS	07308990	2014-04-01	44670	A
USGS	07308990	2014-04-02	44630	A
USGS	07308990	2014-04-03	44630	A
USGS	07308990	2014-04-04	44540	A
USGS	07308990	2014-04-05	44460	A
USGS	07308990	2014-04-06	44460	A
USGS	07308990	2014-04-07	44540	A
USGS	07308990	2014-04-08	44420	A
USGS	07308990	2014-04-09	44300	A
USGS	07308990	2014-04-10	44340	A
USGS	07308990	2014-04-11	44340	A
USGS	07308990	2014-04-12	44380	A
USGS	07308990	2014-04-13	44270	A:e
USGS	07308990	2014-04-14	44130	A
USGS	07308990	2014-04-15	44010	A
USGS	07308990	2014-04-16	43920	A
USGS	07308990	2014-04-17	43920	A
USGS	07308990	2014-04-18	43880	A
USGS	07308990	2014-04-19	43880	A
USGS	07308990	2014-04-20	43880	A
USGS	07308990	2014-04-21	44050	A
USGS	07308990	2014-04-22	44010	A
USGS	07308990	2014-04-23	43960	A
USGS	07308990	2014-04-24	43880	A
USGS	07308990	2014-04-25	43840	A
USGS	07308990	2014-04-26	43670	A
USGS	07308990	2014-04-27	43710	A
USGS	07308990	2014-04-28	43630	A
USGS	07308990	2014-04-29	43380	A
USGS	07308990	2014-04-30	43180	A
USGS	07308990	2014-05-01	43010	A
USGS	07308990	2014-05-02	42890	A
USGS	07308990	2014-05-03	42720	A
USGS	07308990	2014-05-04	42550	A
USGS	07308990	2014-05-05	42390	A
USGS	07308990	2014-05-06	42350	A
USGS	07308990	2014-05-07	42260	A
USGS	07308990	2014-05-08	42390	A
USGS	07308990	2014-05-09	42310	A
USGS	07308990	2014-05-10	42100	A
USGS	07308990	2014-05-11	41930	A
USGS	07308990	2014-05-12	42060	A
USGS	07308990	2014-05-13	41680	A
USGS	07308990	2014-05-14	41560	A
USGS	07308990	2014-05-15	41520	A
USGS	07308990	2014-05-16	41440	A
USGS	07308990	2014-05-17	41310	A
USGS	07308990	2014-05-18	41100	A
USGS	07308990	2014-05-19	40980	A
USGS	07308990	2014-05-20	40980	A
USGS	07308990	2014-05-21	40900	A
USGS	07308990	2014-05-22	40860	A
USGS	07308990	2014-05-23	41100	A
USGS	07308990	2014-05-24	41310	A
USGS	07308990	2014-05-25	41230	A
USGS	07308990	2014-05-26	41440	A
USGS	07308990	2014-05-27	41560	A
USGS	07308990	2014-05-28	41230	A
USGS	07308990	2014-05-29	41020	A
USGS	07308990	2014-05-30	40770	A
USGS	07308990	2014-05-31	40440	A
USGS	07308990	2014-06-01	40150	A
USGS	07308990	2014-06-02	40030	A
USGS	07308990	2014-06-03	39780	A
USGS	07308990	2014-06-04	39570	A
USGS	07308990	2014-06-05	39450	A
USGS	07308990	2014-06-06	39450	A:e
USGS	07308990	2014-06-07	39490	A
USGS	07308990	2014-06-08	42060	A
USGS	07308990	2014-06-09	42760	A
USGS	07308990	2014-06-10	43050	A
USGS	07308990	2014-06-11	42970	A
USGS	07308990	2014-06-12	43130	A
USGS	07308990	2014-06-13	42970	A
USGS	07308990	2014-06-14	42840	A
USGS	07308990	2014-06-15	42760	A
USGS	07308990	2014-06-16	42550	A
USGS	07308990	2014-06-17	42550	A
USGS	07308990	2014-06-18	42470	A
USGS	07308990	2014-06-19	42680	A
USGS	07308990	2014-06-20	43050	A
USGS	07308990	2014-06-21	43010	A
USGS	07308990	2014-06-22	42930	A
USGS	07308990	2014-06-23	43920	A
USGS	07308990	2014-06-24	44090	A
USGS	07308990	2014-06-25	44130	A
USGS	07308990	2014-06-26	44050	A
USGS	07308990	2014-06-27	43800	A
USGS	07308990	2014-06-28	43800	A
USGS	07308990	2014-06-29	43670	A
USGS	07308990	2014-06-30	43590	A
USGS	07308990	2014-07-01	43590	A
USGS	07308990	2014-07-02	43510	A
USGS	07308990	2014-07-03	43300	A
USGS	07308990	2014-07-04	43180	A
USGS	07308990	2014-07-05	43050	A
USGS	07308990	2014-07-06	42930	A
USGS	07308990	2014-07-07	42760	A
USGS	07308990	2014-07-08	42760	A
USGS	07308990	2014-07-09	42510	A
USGS	07308990	2014-07-10	42390	A
USGS	07308990	2014-07-11	42140	A
USGS	07308990	2014-07-12	42020	A
USGS	07308990	2014-07-13	41810	A
USGS	07308990	2014-07-14	41730	A
USGS	07308990	2014-07-15	41480	A
USGS	07308990	2014-07-16	41350	A
USGS	07308990	2014-07-17	41350	A
USGS	07308990	2014-07-18	41230	A
USGS	07308990	2014-07-19	41020	A
USGS	07308990	2014-07-20	40860	A
USGS	07308990	2014-07-21	40730	A
