VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Burkina Faso,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Burkina Faso,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Burundi,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Burundi,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Burundi,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cabo Verde,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cabo Verde,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cabo Verde,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cambodia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cambodia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cambodia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cameroon,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cameroon,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cameroon,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Canada,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Canada,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Canada,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Central African Republic,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Central African Republic,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Central African Republic,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Chad,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Chad,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Chad,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Chile,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Chile,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Chile,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,China,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,China,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,China,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Colombia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Colombia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Colombia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Comoros,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Comoros,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Comoros,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Congo,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Congo,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Congo,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cook Islands,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cook Islands,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cook Islands,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Costa Rica,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Costa Rica,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Costa Rica,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Croatia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Croatia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Croatia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cuba,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cuba,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cuba,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cyprus,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cyprus,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Cyprus,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Czechia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Czechia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Czechia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Côte d'Ivoire,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Côte d'Ivoire,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Côte d'Ivoire,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Democratic People's Republic of Korea,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Democratic People's Republic of Korea,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Democratic People's Republic of Korea,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Democratic Republic of the Congo,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Democratic Republic of the Congo,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Democratic Republic of the Congo,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Denmark,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Denmark,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Denmark,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Djibouti,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Djibouti,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Djibouti,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Dominica,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Dominica,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Dominica,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Dominican Republic,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Dominican Republic,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Dominican Republic,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Ecuador,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Ecuador,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Ecuador,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Egypt,2019,84,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Egypt,2020,84,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Egypt,2021,84,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,El Salvador,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,El Salvador,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,El Salvador,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Equatorial Guinea,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Equatorial Guinea,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Equatorial Guinea,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Eritrea,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Eritrea,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Eritrea,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Estonia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Estonia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Estonia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Eswatini,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Eswatini,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Eswatini,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Ethiopia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Ethiopia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Ethiopia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Faroe Islands,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Faroe Islands,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Faroe Islands,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Fiji,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Fiji,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Fiji,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Finland,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Finland,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Finland,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,France,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,France,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,France,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Gabon,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Gabon,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Gabon,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Gambia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Gambia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Gambia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Georgia,2019,6.3,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Georgia,2020,6.3,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Georgia,2021,6.3,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Germany,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Germany,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Germany,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Ghana,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Ghana,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Ghana,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Greece,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Greece,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Greece,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Grenada,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Grenada,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Grenada,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Guatemala,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Guatemala,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Guatemala,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Guinea,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Guinea,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Guinea,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Guinea-Bissau,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Guinea-Bissau,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Guinea-Bissau,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Guyana,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Guyana,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Guyana,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Haiti,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Haiti,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Haiti,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Honduras,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Honduras,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Honduras,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Hungary,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Hungary,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Hungary,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Iceland,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Iceland,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Iceland,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,India,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,India,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,India,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Indonesia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Indonesia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Indonesia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Iran (Islamic Republic of),2019,1.57,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Iran (Islamic Republic of),2020,1.57,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Iran (Islamic Republic of),2021,1.57,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Iraq,2019,15.75,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Iraq,2020,15.75,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Iraq,2021,15.75,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Ireland,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Ireland,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Ireland,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Israel,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Israel,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Israel,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Italy,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Italy,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Italy,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Jamaica,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Jamaica,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Jamaica,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Japan,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Japan,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Japan,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Kazakhstan,2019,40.01,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Kazakhstan,2020,40.01,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Kazakhstan,2021,40.01,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Kenya,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Kenya,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Kenya,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Kiribati,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Kiribati,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Kiribati,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Kuwait,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Kuwait,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Kuwait,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Kyrgyzstan,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Kyrgyzstan,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Kyrgyzstan,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Lao People's Democratic Republic,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Lao People's Democratic Republic,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Lao People's Democratic Republic,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Latvia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Latvia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Latvia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Lebanon,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Lebanon,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Lebanon,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Lesotho,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Lesotho,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Lesotho,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Liberia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Liberia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Liberia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Libya,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Libya,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Libya,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Lithuania,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Lithuania,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Lithuania,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Luxembourg,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Luxembourg,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Luxembourg,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Madagascar,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Madagascar,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Madagascar,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Malawi,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Malawi,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Malawi,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Malaysia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Malaysia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Malaysia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Maldives,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Maldives,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Maldives,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mali,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mali,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mali,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Malta,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Malta,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Malta,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Marshall Islands,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Marshall Islands,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Marshall Islands,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mauritania,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mauritania,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mauritania,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mauritius,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mauritius,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mauritius,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mexico,2019,1.85,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mexico,2020,1.85,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mexico,2021,1.85,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Micronesia (Federated States of),2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Micronesia (Federated States of),2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Micronesia (Federated States of),2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mongolia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mongolia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mongolia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Morocco,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Morocco,2020,0,10^9 m3/year,I,False
