# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2025-03-23 17:34:41 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08109900 Somerville Lk nr Somerville, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08109900
#            TS   parameter     statistic     Description
#        135358       62614     00001     Lake or reservoir water surface elevation above NGVD 1929, feet (Maximum)
#        135359       62614     00002     Lake or reservoir water surface elevation above NGVD 1929, feet (Minimum)
#        135360       62614     00003     Lake or reservoir water surface elevation above NGVD 1929, feet (Mean)
#        135361       62614     32400     Lake or reservoir water surface elevation above NGVD 1929, feet (Observation at midnight)
#        135362       00054     00001     Reservoir storage, acre-feet (Maximum)
#        135363       00054     00002     Reservoir storage, acre-feet (Minimum)
#        135364       00054     00003     Reservoir storage, acre-feet (Mean)
#        135365       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	135358_62614_00001	135358_62614_00001_cd	135359_62614_00002	135359_62614_00002_cd	135360_62614_00003	135360_62614_00003_cd	135361_62614_32400	135361_62614_32400_cd	135362_00054_00001	135362_00054_00001_cd	135363_00054_00002	135363_00054_00002_cd	135364_00054_00003	135364_00054_00003_cd	135365_00054_32400	135365_00054_32400_cd
USGS	08109900	1998-06-11							236.91	A							143100	A
USGS	08109900	1998-06-12							236.86	A							142600	A
USGS	08109900	1998-06-13							236.81	A							142000	A
USGS	08109900	1998-06-14							236.73	A							141200	A
USGS	08109900	1998-06-15							236.70	A							140900	A
USGS	08109900	1998-06-16							236.65	A							140400	A
USGS	08109900	1998-06-17							236.60	A							139900	A
USGS	08109900	1998-06-18															139400	A
USGS	08109900	1998-06-19							236.51	A							138900	A
USGS	08109900	1998-06-20							236.46	A							138500	A
USGS	08109900	1998-06-21							236.42	A							138000	A
USGS	08109900	1998-06-22															137600	A
USGS	08109900	1998-06-23															137100	A
USGS	08109900	1998-06-24															136700	A
USGS	08109900	1998-06-25															136700	A
USGS	08109900	1998-06-26							236.24	A							136200	A
USGS	08109900	1998-06-27							236.22	A							135900	A
USGS	08109900	1998-06-28							236.22	A							135900	A
USGS	08109900	1998-06-29							236.19	A							135600	A
USGS	08109900	1998-06-30							236.18	A							135500	A
USGS	08109900	1998-07-01							236.16	A							135300	A
USGS	08109900	1998-07-02							236.12	A							134900	A
USGS	08109900	1998-07-03							236.14	A							135200	A
USGS	08109900	1998-07-04							236.14	A							135000	A
USGS	08109900	1998-07-05							236.13	A							134900	A
USGS	08109900	1998-07-06							236.10	A							134800	A
USGS	08109900	1998-07-07							236.08	A							134500	A
USGS	08109900	1998-07-08							236.06	A							134200	A
USGS	08109900	1998-07-09							236.05	A							134000	A
USGS	08109900	1998-07-10							236.02	A							133800	A
USGS	08109900	1998-07-11							236.00	A							133600	A
USGS	08109900	1998-07-12							235.96	A							133300	A
USGS	08109900	1998-07-13							235.95	A							133100	A
USGS	08109900	1998-07-14							235.95	A							133300	A
USGS	08109900	1998-07-15							235.95	A							133100	A
USGS	08109900	1998-07-16							235.93	A							132900	A
USGS	08109900	1998-07-17							235.91	A							132800	A
USGS	08109900	1998-07-18							235.90	A							132600	A
USGS	08109900	1998-07-19							235.88	A							132300	A
USGS	08109900	1998-07-20							235.85	A							132000	A
USGS	08109900	1998-07-21							235.82	A							131800	A
USGS	08109900	1998-07-22							235.80	A							131600	A
USGS	08109900	1998-07-23							235.78	A							131400	A
USGS	08109900	1998-07-24							235.75	A							131100	A
USGS	08109900	1998-07-25							235.72	A							130800	A
USGS	08109900	1998-07-26							235.70	A							130600	A
USGS	08109900	1998-07-27							235.68	A							130400	A
USGS	08109900	1998-07-28							235.65	A							130200	A
USGS	08109900	1998-07-29							235.62	A							129900	A
USGS	08109900	1998-07-30							235.58	A							129400	A
USGS	08109900	1998-07-31							235.57	A							129300	A
USGS	08109900	1998-08-01							235.54	A							129000	A
USGS	08109900	1998-08-02							235.53	A							128800	A
USGS	08109900	1998-08-03							235.50	A							128700	A
USGS	08109900	1998-08-04							235.52	A							128800	A
USGS	08109900	1998-08-05							235.55	A							129100	A
USGS	08109900	1998-08-06							235.55	A							129100	A
USGS	08109900	1998-08-07							235.63	A							129800	A
USGS	08109900	1998-08-08															129600	A
USGS	08109900	1998-08-09															129500	A
USGS	08109900	1998-08-10															129400	A
USGS	08109900	1998-08-11							235.30	A							126500	A
USGS	08109900	1998-08-12							235.20	A							125600	A
USGS	08109900	1998-08-13							235.18	A							125400	A
USGS	08109900	1998-08-14							235.42	A							127800	A
USGS	08109900	1998-08-15							235.41	A							127600	A
USGS	08109900	1998-08-16							235.40	A							127600	A
USGS	08109900	1998-08-17							235.39	A							127500	A
USGS	08109900	1998-08-18							235.37	A							127400	A
USGS	08109900	1998-08-19							235.37	A							127300	A
USGS	08109900	1998-08-20							235.34	A							127100	A
USGS	08109900	1998-08-21							235.41	A							127900	A
USGS	08109900	1998-08-22							235.43	A							127800	A
USGS	08109900	1998-08-23							235.46	A							128200	A
USGS	08109900	1998-08-24							235.45	A							128100	A
USGS	08109900	1998-08-25							235.44	A							128100	A
USGS	08109900	1998-08-26															127800	A
USGS	08109900	1998-08-27							235.43	A							127900	A
USGS	08109900	1998-08-28							235.41	A							127700	A
USGS	08109900	1998-08-29							235.45	A							128300	A
USGS	08109900	1998-08-30							235.51	A							129000	A
USGS	08109900	1998-08-31							235.51	A							128700	A
USGS	08109900	1998-09-01							235.51	A							128700	A
USGS	08109900	1998-09-02							235.50	A							128500	A
USGS	08109900	1998-09-03							235.49	A							128400	A
USGS	08109900	1998-09-04							235.47	A							128200	A
USGS	08109900	1998-09-05							235.41	A							127900	A
USGS	08109900	1998-09-06															127600	A
USGS	08109900	1998-09-07															127300	A
USGS	08109900	1998-09-08															127300	A
USGS	08109900	1998-09-09															127100	A
USGS	08109900	1998-09-10															126300	A
USGS	08109900	1998-09-11							236.19	A							135700	A
USGS	08109900	1998-09-12							236.85	A							142500	A
USGS	08109900	1998-09-13							237.09	A							145100	A
USGS	08109900	1998-09-14							237.14	A							145600	A
USGS	08109900	1998-09-15							237.36	A							148100	A
USGS	08109900	1998-09-16							237.91	A							154000	A
USGS	08109900	1998-09-17							238.11	A							156400	A
USGS	08109900	1998-09-18							238.17	A							157000	A
USGS	08109900	1998-09-19							238.20	A							157500	A
USGS	08109900	1998-09-20							238.21	A							157600	A
USGS	08109900	1998-09-21							238.20	A							157500	A
USGS	08109900	1998-09-22							238.17	A							157100	A
USGS	08109900	1998-09-23							238.13	A							156700	A
USGS	08109900	1998-09-24							238.10	A							156300	A
USGS	08109900	1998-09-25							238.08	A							156100	A
USGS	08109900	1998-09-26							238.12	A							156500	A
USGS	08109900	1998-09-27							238.12	A							156500	A
USGS	08109900	1998-09-28							238.10	A							156300	A
USGS	08109900	1998-09-29							238.08	A							156100	A
USGS	08109900	1998-09-30							238.06	A							155900	A
USGS	08109900	1998-10-01							238.05	A							155600	A
USGS	08109900	1998-10-02							238.03	A							155500	A
USGS	08109900	1998-10-03							238.02	A							155400	A
USGS	08109900	1998-10-04							237.99	A							155200	A
USGS	08109900	1998-10-05							237.98	A							155100	A
USGS	08109900	1998-10-06							238.24	A							157900	A
USGS	08109900	1998-10-07							238.34	A							159000	A
USGS	08109900	1998-10-08							238.35	A							159200	A
USGS	08109900	1998-10-09							238.34	A							159100	A
USGS	08109900	1998-10-10							238.33	A							158900	A
USGS	08109900	1998-10-11							238.28	A							158400	A
USGS	08109900	1998-10-12							238.24	A							157900	A
USGS	08109900	1998-10-13							238.19	A							157400	A
USGS	08109900	1998-10-14							238.15	A							156800	A
USGS	08109900	1998-10-15							238.10	A							156400	A
USGS	08109900	1998-10-16							238.08	A							156200	A
USGS	08109900	1998-10-17							238.51	A							161800	A
USGS	08109900	1998-10-18							240.28	A							182800	A
USGS	08109900	1998-10-19							242.07	A							206400	A
USGS	08109900	1998-10-20							243.86	A							231500	A
USGS	08109900	1998-10-21							245.16	A							250900	A
USGS	08109900	1998-10-22							245.99	A							263700	A
USGS	08109900	1998-10-23							246.44	A							270900	A
USGS	08109900	1998-10-24							246.60	A							273400	A
USGS	08109900	1998-10-25							246.64	A							274100	A
USGS	08109900	1998-10-26							246.55	A							272600	A
USGS	08109900	1998-10-27							246.39	A							270100	A
USGS	08109900	1998-10-28							246.23	A							267700	A
USGS	08109900	1998-10-29							246.06	A							265000	A
USGS	08109900	1998-10-30							245.89	A							262100	A
USGS	08109900	1998-10-31							245.68	A							259100	A
USGS	08109900	1998-11-01							245.76	A							260100	A
USGS	08109900	1998-11-02							245.80	A							260700	A
USGS	08109900	1998-11-03							245.74	A							259800	A
USGS	08109900	1998-11-04							245.64	A							258200	A
USGS	08109900	1998-11-05							245.50	A							255900	A
USGS	08109900	1998-11-06							245.30	A							252900	A
USGS	08109900	1998-11-07							245.19	A							251400	A
USGS	08109900	1998-11-08							245.02	A							248700	A
USGS	08109900	1998-11-09							244.86	A							246200	A
USGS	08109900	1998-11-10							244.67	A							243500	A
USGS	08109900	1998-11-11							244.45	A							240400	A
USGS	08109900	1998-11-12							244.62	A							242600	A
USGS	08109900	1998-11-13							246.10	A							265400	A
USGS	08109900	1998-11-14							247.76	A							292800	A
USGS	08109900	1998-11-15							249.67	A							326100	A
USGS	08109900	1998-11-16							250.96	A							350300	A
USGS	08109900	1998-11-17							251.67	A							363600	A
USGS	08109900	1998-11-18							251.87	A							367300	A
USGS	08109900	1998-11-19							251.90	A							368100	A
USGS	08109900	1998-11-20							251.84	A							366700	A
USGS	08109900	1998-11-21							251.70	A							364200	A
USGS	08109900	1998-11-22							251.55	A							361200	A
USGS	08109900	1998-11-23							251.42	A							358500	A
USGS	08109900	1998-11-24							251.28	A							356200	A
USGS	08109900	1998-11-25							251.15	A							353500	A
USGS	08109900	1998-11-26							251.16	A							353700	A
USGS	08109900	1998-11-27							251.18	A							354100	A
USGS	08109900	1998-11-28							251.09	A							352400	A
USGS	08109900	1998-11-29							250.95	A							349500	A
USGS	08109900	1998-11-30							250.77	A							346300	A
USGS	08109900	1998-12-01							250.61	A							343300	A
USGS	08109900	1998-12-02							250.44	A							340100	A
USGS	08109900	1998-12-03							250.28	A							337100	A
USGS	08109900	1998-12-04							250.15	A							334500	A
USGS	08109900	1998-12-05							249.97	A							331400	A
USGS	08109900	1998-12-06							249.85	A							329400	A
USGS	08109900	1998-12-07							249.77	A							327800	A
USGS	08109900	1998-12-08							249.57	A							324100	A
USGS	08109900	1998-12-09							249.38	A							321100	A
USGS	08109900	1998-12-10							249.33	A							319800	A
USGS	08109900	1998-12-11							250.13	A							334400	A
USGS	08109900	1998-12-12							250.66	A							344400	A
USGS	08109900	1998-12-13							251.01	A							350800	A
USGS	08109900	1998-12-14							251.10	A							352600	A
USGS	08109900	1998-12-15							251.07	A							352000	A
USGS	08109900	1998-12-16							251.01	A							350700	A
USGS	08109900	1998-12-17							250.86	A							348000	A
USGS	08109900	1998-12-18							250.74	A							345500	A
USGS	08109900	1998-12-19							250.58	A							342700	A
USGS	08109900	1998-12-20							250.44	A							340100	A
USGS	08109900	1998-12-21							250.34	A							337900	A
USGS	08109900	1998-12-22							250.12	A							334200	A
USGS	08109900	1998-12-23							249.96	A							331200	A
USGS	08109900	1998-12-24							249.78	A							327900	A
USGS	08109900	1998-12-25							249.60	A							324700	A
USGS	08109900	1998-12-26							249.43	A							321600	A
USGS	08109900	1998-12-27							249.30	A							319300	A
USGS	08109900	1998-12-28							249.12	A							316100	A
USGS	08109900	1998-12-29							248.97	A							313400	A
USGS	08109900	1998-12-30							248.77	A							310100	A
USGS	08109900	1998-12-31							248.64	A							307700	A
USGS	08109900	1999-01-01							248.52	A							305800	A
USGS	08109900	1999-01-02							248.38	A							303200	A
USGS	08109900	1999-01-03							248.19	A							299900	A
USGS	08109900	1999-01-04							248.03	A							297200	A
USGS	08109900	1999-01-05							247.88	A							294600	A
USGS	08109900	1999-01-06							247.72	A							291800	A
USGS	08109900	1999-01-07							247.56	A							289100	A
USGS	08109900	1999-01-08							247.41	A							287100	A
USGS	08109900	1999-01-09							247.20	A							283300	A
USGS	08109900	1999-01-10							247.01	A							280100	A
USGS	08109900	1999-01-11							246.84	A							277500	A
USGS	08109900	1999-01-12							246.67	A							274600	A
USGS	08109900	1999-01-13							246.52	A							272300	A
USGS	08109900	1999-01-14							246.33	A							269100	A
USGS	08109900	1999-01-15							246.14	A							266200	A
USGS	08109900	1999-01-16							245.98	A							263500	A
USGS	08109900	1999-01-17							245.80	A							260700	A
USGS	08109900	1999-01-18							245.62	A							257900	A
USGS	08109900	1999-01-19							245.44	A							255300	A
USGS	08109900	1999-01-20							245.28	A							252600	A
USGS	08109900	1999-01-21							245.09	A							249900	A
USGS	08109900	1999-01-22							244.98	A							248300	A
USGS	08109900	1999-01-23							244.73	A							244300	A
USGS	08109900	1999-01-24							244.55	A							241500	A
USGS	08109900	1999-01-25							244.35	A							238900	A
USGS	08109900	1999-01-26							244.18	A							236200	A
USGS	08109900	1999-01-27							243.99	A							233400	A
USGS	08109900	1999-01-28							243.90	A							231900	A
USGS	08109900	1999-01-29							243.79	A							230500	A
USGS	08109900	1999-01-30							243.55	A							227000	A
USGS	08109900	1999-01-31							243.36	A							224000	A
USGS	08109900	1999-02-01							243.18	A							221500	A
USGS	08109900	1999-02-02							242.99	A							218800	A
USGS	08109900	1999-02-03							242.80	A							216000	A
USGS	08109900	1999-02-04							242.61	A							213400	A
USGS	08109900	1999-02-05							242.42	A							210900	A
USGS	08109900	1999-02-06							242.22	A							208400	A
USGS	08109900	1999-02-07							242.04	A							205700	A
USGS	08109900	1999-02-08							241.86	A							203300	A
USGS	08109900	1999-02-09							241.66	A							200600	A
USGS	08109900	1999-02-10							241.46	A							198100	A
USGS	08109900	1999-02-11							241.26	A							195500	A
USGS	08109900	1999-02-12							241.04	A							192400	A
USGS	08109900	1999-02-13							240.82	A							189500	A
USGS	08109900	1999-02-14							240.60	A							186700	A
USGS	08109900	1999-02-15							240.39	A							184000	A
USGS	08109900	1999-02-16							240.18	A							181600	A
USGS	08109900	1999-02-17							239.97	A							178900	A
USGS	08109900	1999-02-18							239.75	A							176000	A
USGS	08109900	1999-02-19							239.54	A							173400	A
USGS	08109900	1999-02-20							239.38	A							171500	A
USGS	08109900	1999-02-21							239.19	A							169000	A
USGS	08109900	1999-02-22							239.01	A							167000	A
USGS	08109900	1999-02-23							238.83	A							164800	A
USGS	08109900	1999-02-24							238.68	A							163200	A
USGS	08109900	1999-02-25							238.59	A							161900	A
USGS	08109900	1999-02-26							238.54	A							161400	A
USGS	08109900	1999-02-27							238.50	A							161000	A
USGS	08109900	1999-02-28							238.45	A							160500	A
USGS	08109900	1999-03-01							238.42	A							160000	A
USGS	08109900	1999-03-02							238.35	A							159300	A
USGS	08109900	1999-03-03							238.31	A							158700	A
USGS	08109900	1999-03-04							238.30	A							158600	A
USGS	08109900	1999-03-05							238.32	A							158900	A
USGS	08109900	1999-03-06							238.32	A							158900	A
USGS	08109900	1999-03-07							238.27	A							158500	A
USGS	08109900	1999-03-08							238.34	A							159100	A
USGS	08109900	1999-03-09							238.32	A							159000	A
USGS	08109900	1999-03-10							238.34	A							159100	A
USGS	08109900	1999-03-11							238.33	A							159100	A
USGS	08109900	1999-03-12							238.50	A							160400	A
USGS	08109900	1999-03-13							238.50	A							161300	A
USGS	08109900	1999-03-14							238.56	A							161500	A
USGS	08109900	1999-03-15							238.64	A							162600	A
USGS	08109900	1999-03-16							238.73	A							163700	A
USGS	08109900	1999-03-17							238.78	A							164400	A
USGS	08109900	1999-03-18							238.81	A							164700	A
USGS	08109900	1999-03-19							238.92	A							165900	A
USGS	08109900	1999-03-20							238.94	A							166200	A
USGS	08109900	1999-03-21							238.97	A							166500	A
USGS	08109900	1999-03-22							239.00	A							166900	A
USGS	08109900	1999-03-23							239.05	A							167300	A
USGS	08109900	1999-03-24							239.02	A							167000	A
USGS	08109900	1999-03-25							238.89	A							165600	A
USGS	08109900	1999-03-26							238.72	A							163500	A
USGS	08109900	1999-03-27							238.63	A							161900	A
USGS	08109900	1999-03-28							238.44	A							160400	A
USGS	08109900	1999-03-29							238.32	A							158900	A
USGS	08109900	1999-03-30							238.26	A							158000	A
USGS	08109900	1999-03-31							238.11	A							156700	A
USGS	08109900	1999-04-01							238.13	A							156800	A
USGS	08109900	1999-04-02							238.15	A							156900	A
USGS	08109900	1999-04-03							238.16	A							157100	A
USGS	08109900	1999-04-04							238.17	A							157400	A
USGS	08109900	1999-04-05							238.21	A							157600	A
USGS	08109900	1999-04-06							238.21	A							157700	A
USGS	08109900	1999-04-07							238.23	A							157800	A
USGS	08109900	1999-04-08							238.23	A							158000	A
USGS	08109900	1999-04-09							238.24	A							158200	A
USGS	08109900	1999-04-10							238.25	A							158200	A
USGS	08109900	1999-04-11							238.24	A							157900	A
USGS	08109900	1999-04-12							238.23	A							157900	A
USGS	08109900	1999-04-13							238.23	A							157800	A
USGS	08109900	1999-04-14							238.41	A							160000	A
USGS	08109900	1999-04-15							238.32	A							159000	A
USGS	08109900	1999-04-16							238.29	A							158600	A
USGS	08109900	1999-04-17							238.27	A							158300	A
USGS	08109900	1999-04-18							238.25	A							158300	A
USGS	08109900	1999-04-19							238.24	A							158000	A
USGS	08109900	1999-04-20							238.22	A							157800	A
USGS	08109900	1999-04-21							238.20	A							157600	A
USGS	08109900	1999-04-22							238.17	A							157400	A
USGS	08109900	1999-04-23							238.17	A							157200	A
USGS	08109900	1999-04-24							238.17	A							157200	A
USGS	08109900	1999-04-25							238.17	A							157200	A
USGS	08109900	1999-04-26							238.38	A							159800	A
USGS	08109900	1999-04-27							238.37	A							159600	A
USGS	08109900	1999-04-28							238.37	A							159400	A
USGS	08109900	1999-04-29							238.35	A							159200	A
USGS	08109900	1999-04-30							238.31	A							158700	A
USGS	08109900	1999-05-01							238.28	A							158500	A
USGS	08109900	1999-05-02							238.25	A							158300	A
USGS	08109900	1999-05-03							238.25	A							157900	A
USGS	08109900	1999-05-04							238.24	A							158000	A
USGS	08109900	1999-05-05							238.22	A							157800	A
USGS	08109900	1999-05-06							238.20	A							157600	A
USGS	08109900	1999-05-07							238.18	A							157400	A
USGS	08109900	1999-05-08							238.16	A							157200	A
USGS	08109900	1999-05-09							238.15	A							157100	A
USGS	08109900	1999-05-10							238.62	A							162600	A
USGS	08109900	1999-05-11							238.69	A							164600	A
USGS	08109900	1999-05-12							238.77	A							164100	A
USGS	08109900	1999-05-13							238.69	A							163200	A
USGS	08109900	1999-05-14							238.65	A							162700	A
USGS	08109900	1999-05-15							238.60	A							162200	A
USGS	08109900	1999-05-16							238.54	A							161500	A
USGS	08109900	1999-05-17							238.47	A							161200	A
USGS	08109900	1999-05-18							238.45	A							160400	A
USGS	08109900	1999-05-19							238.37	A							159600	A
USGS	08109900	1999-05-20							238.30	A							158700	A
USGS	08109900	1999-05-21							238.29	A							158500	A
USGS	08109900	1999-05-22							238.27	A							158400	A
USGS	08109900	1999-05-23							238.27	A							158400	A
USGS	08109900	1999-05-24							238.27	A							158400	A
USGS	08109900	1999-05-25							238.27	A							158400	A
USGS	08109900	1999-05-26							238.28	A							158500	A
USGS	08109900	1999-05-27							238.25	A							158200	A
USGS	08109900	1999-05-28							238.26	A							158400	A
USGS	08109900	1999-05-29							238.25	A							158300	A
USGS	08109900	1999-05-30							238.25	A							158300	A
USGS	08109900	1999-05-31							238.25	A							158300	A
USGS	08109900	1999-06-01							238.27	A							158400	A
USGS	08109900	1999-06-02							238.30	A							158700	A
USGS	08109900	1999-06-03							238.31	A							158900	A
USGS	08109900	1999-06-04							238.30	A							158700	A
USGS	08109900	1999-06-05							238.28	A							158600	A
USGS	08109900	1999-06-06							238.28	A							158500	A
USGS	08109900	1999-06-07							238.27	A							158400	A
USGS	08109900	1999-06-08							238.28	A							158500	A
USGS	08109900	1999-06-09							238.27	A							158400	A
USGS	08109900	1999-06-10							238.26	A							158200	A
USGS	08109900	1999-06-11							238.25	A							158200	A
USGS	08109900	1999-06-12							238.26	A							158300	A
USGS	08109900	1999-06-13							238.24	A							158300	A
USGS	08109900	1999-06-14							238.23	A							157900	A
USGS	08109900	1999-06-15							238.23	A							157900	A
USGS	08109900	1999-06-16							238.23	A							157700	A
USGS	08109900	1999-06-17							238.22	A							157700	A
USGS	08109900	1999-06-18							238.20	A							157400	A
USGS	08109900	1999-06-19							238.19	A							157500	A
USGS	08109900	1999-06-20							238.21	A							157600	A
USGS	08109900	1999-06-21							238.21	A							157600	A
USGS	08109900	1999-06-22							238.23	A							157800	A
USGS	08109900	1999-06-23							238.24	A							157900	A
USGS	08109900	1999-06-24							238.24	A							157900	A
USGS	08109900	1999-06-25							238.76	A							164000	A
USGS	08109900	1999-06-26							239.11	A							168200	A
USGS	08109900	1999-06-27							239.21	A							169400	A
USGS	08109900	1999-06-28							239.17	A							168900	A
USGS	08109900	1999-06-29							239.08	A							167800	A
USGS	08109900	1999-06-30							238.98	A							166600	A
USGS	08109900	1999-07-01							238.89	A							165400	A
USGS	08109900	1999-07-02							238.78	A							164300	A
USGS	08109900	1999-07-03							238.68	A							163200	A
USGS	08109900	1999-07-04							238.61	A							162100	A
USGS	08109900	1999-07-05							238.51	A							161100	A
USGS	08109900	1999-07-06							238.47	A							160600	A
USGS	08109900	1999-07-07							238.40	A							159800	A
USGS	08109900	1999-07-08							238.35	A							159300	A
USGS	08109900	1999-07-09							238.36	A							159400	A
USGS	08109900	1999-07-10							238.36	A							159400	A
USGS	08109900	1999-07-11							238.41	A							159900	A
USGS	08109900	1999-07-12							238.43	A							160100	A
USGS	08109900	1999-07-13							238.51	A							161200	A
USGS	08109900	1999-07-14							238.53	A							161300	A
USGS	08109900	1999-07-15							238.50	A							161000	A
USGS	08109900	1999-07-16							238.46	A							160600	A
USGS	08109900	1999-07-17							238.44	A							160300	A
USGS	08109900	1999-07-18							238.43	A							160000	A
USGS	08109900	1999-07-19							238.39	A							159700	A
USGS	08109900	1999-07-20							238.37	A							159400	A
USGS	08109900	1999-07-21							238.34	A							159100	A
USGS	08109900	1999-07-22							238.32	A							158900	A
USGS	08109900	1999-07-23							238.27	A							158300	A
USGS	08109900	1999-07-24							238.24	A							157900	A
USGS	08109900	1999-07-25							238.20	A							157600	A
USGS	08109900	1999-07-26							238.17	A							157100	A
USGS	08109900	1999-07-27							238.15	A							156800	A
USGS	08109900	1999-07-28							238.14	A							156700	A
USGS	08109900	1999-07-29							238.10	A							156400	A
USGS	08109900	1999-07-30							238.09	A							156100	A
USGS	08109900	1999-07-31							238.06	A							155900	A
USGS	08109900	1999-08-01							238.04	A							155600	A
USGS	08109900	1999-08-02							238.03	A							155400	A
USGS	08109900	1999-08-03							238.00	A							155500	A
USGS	08109900	1999-08-04							238.00	A							155200	A
USGS	08109900	1999-08-05							237.98	A							154900	A
USGS	08109900	1999-08-06							237.97	A							154800	A
USGS	08109900	1999-08-07							237.96	A							154600	A
USGS	08109900	1999-08-08							237.94	A							154400	A
USGS	08109900	1999-08-09							237.92	A							154300	A
USGS	08109900	1999-08-10							237.90	A							154000	A
USGS	08109900	1999-08-11							237.86	A							153600	A
USGS	08109900	1999-08-12							237.83	A							153300	A
USGS	08109900	1999-08-13							237.81	A							153000	A
USGS	08109900	1999-08-14							237.79	A							153000	A
USGS	08109900	1999-08-15							237.78	A							152600	A
USGS	08109900	1999-08-16							237.74	A							152200	A
USGS	08109900	1999-08-17							237.73	A							152100	A
USGS	08109900	1999-08-18							237.72	A							151900	A
USGS	08109900	1999-08-19							237.70	A							151800	A
USGS	08109900	1999-08-20							237.67	A							151400	A
USGS	08109900	1999-08-21							237.65	A							151200	A
USGS	08109900	1999-08-22							237.63	A							151000	A
USGS	08109900	1999-08-23							237.62	A							150900	A
USGS	08109900	1999-08-24							237.62	A							150900	A
USGS	08109900	1999-08-25							237.60	A							150600	A
USGS	08109900	1999-08-26							237.59	A							150400	A
USGS	08109900	1999-08-27							237.53	A							150000	A
USGS	08109900	1999-08-28							237.53	A							150000	A
USGS	08109900	1999-08-29							237.52	A							149600	A
USGS	08109900	1999-08-30							237.49	A							149400	A
USGS	08109900	1999-08-31							237.47	A							149200	A
USGS	08109900	1999-09-01							237.44	A							148900	A
USGS	08109900	1999-09-02							237.44	A							148900	A
USGS	08109900	1999-09-03							237.41	A							148700	A
USGS	08109900	1999-09-04							237.40	A							148500	A
USGS	08109900	1999-09-05							237.39	A							148300	A
USGS	08109900	1999-09-06							237.37	A							148100	A
USGS	08109900	1999-09-07							237.36	A							148000	A
USGS	08109900	1999-09-08							237.33	A							147700	A
USGS	08109900	1999-09-09							237.32	A							147400	A
USGS	08109900	1999-09-10							237.30	A							147200	A
USGS	08109900	1999-09-11							237.27	A							147000	A
USGS	08109900	1999-09-12							237.25	A							146900	A
USGS	08109900	1999-09-13							237.22	A							146500	A
USGS	08109900	1999-09-14							237.19	A							146300	A
USGS	08109900	1999-09-15							237.18	A							145900	A
USGS	08109900	1999-09-16							237.15	A							145700	A
USGS	08109900	1999-09-17							237.13	A							145500	A
USGS	08109900	1999-09-18							237.12	A							145200	A
USGS	08109900	1999-09-19							237.09	A							145100	A
USGS	08109900	1999-09-20							237.08	A							144800	A
USGS	08109900	1999-09-21							237.02	A							144400	A
USGS	08109900	1999-09-22							237.00	A							144100	A
USGS	08109900	1999-09-23							236.99	A							143900	A
USGS	08109900	1999-09-24							236.96	A							143700	A
USGS	08109900	1999-09-25							236.94	A							143500	A
USGS	08109900	1999-09-26							236.92	A							143200	A
USGS	08109900	1999-09-27							236.92	A							143200	A
USGS	08109900	1999-09-28							236.92	A							143400	A
USGS	08109900	1999-09-29							236.91	A							143000	A
USGS	08109900	1999-09-30							236.88	A							142800	A
USGS	08109900	1999-10-01							236.87	A							142700	A
USGS	08109900	1999-10-02							236.86	A							142500	A
USGS	08109900	1999-10-03							236.85	A							142600	A
USGS	08109900	1999-10-04							236.84	A							142400	A
USGS	08109900	1999-10-05							236.82	A							142200	A
USGS	08109900	1999-10-06							236.80	A							142100	A
USGS	08109900	1999-10-07							236.79	A							141900	A
USGS	08109900	1999-10-08							236.78	A							141800	A
USGS	08109900	1999-10-09							236.78	A							141800	A
USGS	08109900	1999-10-10							236.77	A							141700	A
USGS	08109900	1999-10-11							236.76	A							141500	A
USGS	08109900	1999-10-12							236.76	A							141400	A
USGS	08109900	1999-10-13							236.74	A							141300	A
USGS	08109900	1999-10-14							236.72	A							141200	A
USGS	08109900	1999-10-15							236.72	A							141100	A
USGS	08109900	1999-10-16							236.70	A							140900	A
USGS	08109900	1999-10-17							236.70	A							140900	A
USGS	08109900	1999-10-18							236.76	A							141500	A
USGS	08109900	1999-10-19							236.73	A							141200	A
USGS	08109900	1999-10-20							236.71	A							141000	A
USGS	08109900	1999-10-21							236.70	A							141000	A
USGS	08109900	1999-10-22							236.70	A							140900	A
USGS	08109900	1999-10-23							236.69	A							140700	A
USGS	08109900	1999-10-24							236.67	A							140600	A
USGS	08109900	1999-10-25							236.67	A							140500	A
USGS	08109900	1999-10-26							236.66	A							140500	A
USGS	08109900	1999-10-27							236.64	A							140300	A
USGS	08109900	1999-10-28							236.64	A							140300	A
USGS	08109900	1999-10-29							236.63	A							140200	A
USGS	08109900	1999-10-30							236.69	A							140800	A
USGS	08109900	1999-10-31							236.69	A							140700	A
