# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-12-30 09:17:43 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08064550 Richland-Chambers Res nr Kerens, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08064550
#            TS   parameter     statistic     Description
#        133900       00054     00001     Reservoir storage, acre-feet (Maximum)
#        133901       00054     00002     Reservoir storage, acre-feet (Minimum)
#        133902       00054     00003     Reservoir storage, acre-feet (Mean)
#        133903       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#        133904       62614     00001     Lake or reservoir water surface elevation above NGVD 1929, feet (Maximum)
#        133905       62614     00002     Lake or reservoir water surface elevation above NGVD 1929, feet (Minimum)
#        133906       62614     00003     Lake or reservoir water surface elevation above NGVD 1929, feet (Mean)
#        133907       62614     32400     Lake or reservoir water surface elevation above NGVD 1929, feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	133900_00054_00001	133900_00054_00001_cd	133901_00054_00002	133901_00054_00002_cd	133902_00054_00003	133902_00054_00003_cd	133904_62614_00001	133904_62614_00001_cd	133905_62614_00002	133905_62614_00002_cd	133906_62614_00003	133906_62614_00003_cd
USGS	08064550	2012-12-21	917500	A	916300	A	916800	A	310.18	A	310.15	A	310.16	A
USGS	08064550	2012-12-22	917100	A	915100	A	916000	A	310.17	A	310.12	A	310.14	A
USGS	08064550	2012-12-23	915500	A	914400	A	915100	A	310.13	A	310.10	A	310.12	A
USGS	08064550	2012-12-24	914400	A	913600	A	913700	A	310.10	A	310.08	A	310.08	A
USGS	08064550	2012-12-25	917800	A	910100	A	914600	A	310.19	A	309.99	A	310.11	A
USGS	08064550	2012-12-26	915100	A	912800	A	913500	A	310.12	A	310.06	A	310.08	A
USGS	08064550	2012-12-27	912800	A	912000	A	912600	A	310.06	A	310.04	A	310.05	A
USGS	08064550	2012-12-28	912000	A	910500	A	911600	A	310.04	A	310.00	A	310.03	A
USGS	08064550	2012-12-29	911300	A	910900	A	911000	A	310.02	A	310.01	A	310.01	A
USGS	08064550	2012-12-30	910900	A	910100	A	910400	A	310.01	A	309.99	A	310.00	A
USGS	08064550	2012-12-31	910100	A	908200	A	909600	A	309.99	A	309.94	A	309.98	A
USGS	08064550	2013-01-01	909700	A	909000	A	909200	A	309.98	A	309.96	A	309.97	A
USGS	08064550	2013-01-02	909000	A	908600	A	908700	A	309.96	A	309.95	A	309.95	A
USGS	08064550	2013-01-03	908600	A	907400	A	907900	A	309.95	A	309.92	A	309.93	A
USGS	08064550	2013-01-04	907800	A	907400	A	907400	A	309.93	A	309.92	A	309.92	A
USGS	08064550	2013-01-05	907400	A	906600	A	906900	A	309.92	A	309.90	A	309.91	A
USGS	08064550	2013-01-06	906600	A	905100	A	905600	A	309.90	A	309.86	A	309.87	A
USGS	08064550	2013-01-07	905100	A	904300	A	904800	A	309.86	A	309.84	A	309.85	A
USGS	08064550	2013-01-08	905900	A	903500	A	904300	A	309.88	A	309.82	A	309.84	A
USGS	08064550	2013-01-09	922900	A	905100	A	913900	A	310.32	A	309.86	A	310.09	A
USGS	08064550	2013-01-10	939900	A	922500	A	930700	A	310.76	A	310.31	A	310.52	A
USGS	08064550	2013-01-11	952200	A	939900	A	947300	A	311.08	A	310.76	A	310.95	A
USGS	08064550	2013-01-12	956500	A	952200	A	954100	A	311.19	A	311.08	A	311.13	A
USGS	08064550	2013-01-13	956100	A	954200	A	955500	A	311.18	A	311.13	A	311.16	A
USGS	08064550	2013-01-14	956100	A	954900	A	955600	A	311.18	A	311.15	A	311.17	A
USGS	08064550	2013-01-15	956500	A	955300	A	955800	A	311.19	A	311.16	A	311.17	A
USGS	08064550	2013-01-16	956100	A	956100	A	956100	A	311.18	A	311.18	A	311.18	A
USGS	08064550	2013-01-17	956100	A	955700	A	956000	A	311.18	A	311.17	A	311.18	A
USGS	08064550	2013-01-18	956100	A	955700	A	955800	A	311.18	A	311.17	A	311.17	A
USGS	08064550	2013-01-19	956100	A	955300	A	955700	A	311.18	A	311.16	A	311.17	A
USGS	08064550	2013-01-20	955300	A	955300	A	955300	A	311.16	A	311.16	A	311.16	A
USGS	08064550	2013-01-21	955300	A	954200	A	954600	A	311.16	A	311.13	A	311.14	A
USGS	08064550	2013-01-22	954200	A	953800	A	953900	A	311.13	A	311.12	A	311.12	A
USGS	08064550	2013-01-23	953800	A	953400	A	953700	A	311.12	A	311.11	A	311.12	A
USGS	08064550	2013-01-24	953800	A	953000	A	953300	A	311.12	A	311.10	A	311.11	A
USGS	08064550	2013-01-25	953000	A	951800	A	952600	A	311.10	A	311.07	A	311.09	A
USGS	08064550	2013-01-26	952200	A	951500	A	951800	A	311.08	A	311.06	A	311.07	A
USGS	08064550	2013-01-27	952200	A	951100	A	951600	A	311.08	A	311.05	A	311.06	A
USGS	08064550	2013-01-28	952200	A	951100	A	951600	A	311.08	A	311.05	A	311.06	A
USGS	08064550	2013-01-29	953800	A	951100	A	952400	A	311.12	A	311.05	A	311.08	A
USGS	08064550	2013-01-30	953400	A	950700	A	951700	A	311.11	A	311.04	A	311.07	A
USGS	08064550	2013-01-31	950700	A	948400	A	950300	A	311.04	A	310.98	A	311.03	A
USGS	08064550	2013-02-01	948700	A	948400	A	948500	A	310.99	A	310.98	A	310.98	A
USGS	08064550	2013-02-02	948400	A	947600	A	948000	A	310.98	A	310.96	A	310.97	A
USGS	08064550	2013-02-03	947600	A	946800	A	947200	A	310.96	A	310.94	A	310.95	A
USGS	08064550	2013-02-04	947600	A	945700	A	946400	A	310.96	A	310.91	A	310.93	A
USGS	08064550	2013-02-05	946000	A	945300	A	945800	A	310.92	A	310.90	A	310.91	A
USGS	08064550	2013-02-06	946400	A	944900	A	945400	A	310.93	A	310.89	A	310.90	A
USGS	08064550	2013-02-07	946000	A	943700	A	945300	A	310.92	A	310.86	A	310.90	A
USGS	08064550	2013-02-08	945300	A	942600	A	944000	A	310.90	A	310.83	A	310.87	A
USGS	08064550	2013-02-09	944100	A	942200	A	943100	A	310.87	A	310.82	A	310.84	A
USGS	08064550	2013-02-10	947600	A	942600	A	943800	A	310.96	A	310.83	A	310.86	A
USGS	08064550	2013-02-11	944500	A	941000	A	942700	A	310.88	A	310.79	A	310.83	A
USGS	08064550	2013-02-12	945300	A	941400	A	943000	A	310.90	A	310.80	A	310.84	A
USGS	08064550	2013-02-13	944500	A	941400	A	942500	A	310.88	A	310.80	A	310.83	A
USGS	08064550	2013-02-14	942600	A	941400	A	942000	A	310.83	A	310.80	A	310.81	A
USGS	08064550	2013-02-15	941800	A	939500	A	940600	A	310.81	A	310.75	A	310.78	A
USGS	08064550	2013-02-16	940600	A	939500	A	940000	A	310.78	A	310.75	A	310.76	A
USGS	08064550	2013-02-17	940600	A	938300	A	939700	A	310.78	A	310.72	A	310.76	A
USGS	08064550	2013-02-18	941400	A	936400	A	938900	A	310.80	A	310.67	A	310.74	A
USGS	08064550	2013-02-19	937900	A	935600	A	936800	A	310.71	A	310.65	A	310.68	A
USGS	08064550	2013-02-20	937500	A	934100	A	935200	A	310.70	A	310.61	A	310.64	A
USGS	08064550	2013-02-21	938300	A	934100	A	935800	A	310.72	A	310.61	A	310.65	A
USGS	08064550	2013-02-22	936400	A	933700	A	934800	A	310.67	A	310.60	A	310.63	A
USGS	08064550	2013-02-23	934800	A	932900	A	933900	A	310.63	A	310.58	A	310.61	A
USGS	08064550	2013-02-24	933700	A	931700	A	932900	A	310.60	A	310.55	A	310.58	A
USGS	08064550	2013-02-25	939500	A	931700	A	934600	A	310.75	A	310.55	A	310.62	A
USGS	08064550	2013-02-26	936400	A	929400	A	931300	A	310.67	A	310.49	A	310.54	A
USGS	08064550	2013-02-27	931000	A	927900	A	929400	A	310.53	A	310.45	A	310.49	A
USGS	08064550	2013-02-28	929000	A	927100	A	928100	A	310.48	A	310.43	A	310.46	A
USGS	08064550	2013-03-01	927500	A	926000	A	926900	A	310.44	A	310.40	A	310.42	A
USGS	08064550	2013-03-02	926700	A	924400	A	925500	A	310.42	A	310.36	A	310.39	A
USGS	08064550	2013-03-03	926300	A	924000	A	925300	A	310.41	A	310.35	A	310.38	A
USGS	08064550	2013-03-04	926700	A	923200	A	925000	A	310.42	A	310.33	A	310.37	A
USGS	08064550	2013-03-05	924400	A	919800	A	921900	A	310.36	A	310.24	A	310.30	A
USGS	08064550	2013-03-06	922100	A	920500	A	921300	A	310.30	A	310.26	A	310.28	A
USGS	08064550	2013-03-07	920900	A	919800	A	920400	A	310.27	A	310.24	A	310.26	A
USGS	08064550	2013-03-08	920200	A	919000	A	919700	A	310.25	A	310.22	A	310.24	A
USGS	08064550	2013-03-09	920500	A	918200	A	919400	A	310.26	A	310.20	A	310.23	A
USGS	08064550	2013-03-10	924000	A	918600	A	922100	A	310.35	A	310.21	A	310.30	A
USGS	08064550	2013-03-11	922500	A	920900	A	921500	A	310.31	A	310.27	A	310.28	A
USGS	08064550	2013-03-12	921700	A	920200	A	920900	A	310.29	A	310.25	A	310.27	A
USGS	08064550	2013-03-13	921300	A	920500	A	920800	A	310.28	A	310.26	A	310.27	A
USGS	08064550	2013-03-14	921300	A	919800	A	920400	A	310.28	A	310.24	A	310.26	A
USGS	08064550	2013-03-15	920900	A	919000	A	920100	A	310.27	A	310.22	A	310.25	A
USGS	08064550	2013-03-16	921300	A	918600	A	919600	A	310.28	A	310.21	A	310.23	A
USGS	08064550	2013-03-17	919800	A	917500	A	918500	A	310.24	A	310.18	A	310.21	A
USGS	08064550	2013-03-18	919000	A	916300	A	917500	A	310.22	A	310.15	A	310.18	A
USGS	08064550	2013-03-19	917100	A	914800	A	916200	A	310.17	A	310.11	A	310.15	A
USGS	08064550	2013-03-20	919000	A	914400	A	916100	A	310.22	A	310.10	A	310.15	A
USGS	08064550	2013-03-21	917500	A	915100	A	915800	A	310.18	A	310.12	A	310.14	A
USGS	08064550	2013-03-22	915900	A	914000	A	914700	A	310.14	A	310.09	A	310.11	A
USGS	08064550	2013-03-23	915900	A	912000	A	914000	A	310.14	A	310.04	A	310.09	A
USGS	08064550	2013-03-24	915100	A	911700	A	913100	A	310.12	A	310.03	A	310.07	A
USGS	08064550	2013-03-25	912000	A	910100	A	911200	A	310.04	A	309.99	A	310.02	A
USGS	08064550	2013-03-26	910500	A	910100	A	910400	A	310.00	A	309.99	A	310.00	A
USGS	08064550	2013-03-27	910100	A	909000	A	909500	A	309.99	A	309.96	A	309.97	A
USGS	08064550	2013-03-28	909300	A	907800	A	908100	A	309.97	A	309.93	A	309.94	A
USGS	08064550	2013-03-29	907800	A	907800	A	907800	A	309.93	A	309.93	A	309.93	A
USGS	08064550	2013-03-30	909700	A	906600	A	908500	A	309.98	A	309.90	A	309.95	A
USGS	08064550	2013-03-31	909700	A	908200	A	909000	A	309.98	A	309.94	A	309.96	A
USGS	08064550	2013-04-01	909000	A	908600	A	908900	A	309.96	A	309.95	A	309.96	A
USGS	08064550	2013-04-02	909300	A	905100	A	908000	A	309.97	A	309.86	A	309.94	A
USGS	08064550	2013-04-03	910500	A	903500	A	907100	A	310.00	A	309.82	A	309.91	A
USGS	08064550	2013-04-04	907400	A	907400	A	907400	A	309.92	A	309.92	A	309.92	A
USGS	08064550	2013-04-05	907400	A	907000	A	907300	A	309.92	A	309.91	A	309.92	A
USGS	08064550	2013-04-06	907800	A	906300	A	907000	A	309.93	A	309.89	A	309.91	A
USGS	08064550	2013-04-07	906300	A	905900	A	905900	A	309.89	A	309.88	A	309.88	A
USGS	08064550	2013-04-08	905900	A	905100	A	905500	A	309.88	A	309.86	A	309.87	A
USGS	08064550	2013-04-09	905100	A	904300	A	904600	A	309.86	A	309.84	A	309.85	A
USGS	08064550	2013-04-10	905100	A	902400	A	904100	A	309.86	A	309.79	A	309.83	A
USGS	08064550	2013-04-11	904300	A	903200	A	903700	A	309.84	A	309.81	A	309.82	A
USGS	08064550	2013-04-12	903500	A	903200	A	903500	A	309.82	A	309.81	A	309.82	A
USGS	08064550	2013-04-13	903200	A	902000	A	902600	A	309.81	A	309.78	A	309.79	A
USGS	08064550	2013-04-14	902000	A	902000	A	902000	A	309.78	A	309.78	A	309.78	A
USGS	08064550	2013-04-15	902000	A	901600	A	901900	A	309.78	A	309.77	A	309.78	A
USGS	08064550	2013-04-16	901600	A	900500	A	901100	A	309.77	A	309.74	A	309.76	A
USGS	08064550	2013-04-17	900500	A	899700	A	900000	A	309.74	A	309.72	A	309.73	A
USGS	08064550	2013-04-18	903500	A	898500	A	900900	A	309.82	A	309.69	A	309.75	A
USGS	08064550	2013-04-19	901200	A	900100	A	900600	A	309.76	A	309.73	A	309.74	A
USGS	08064550	2013-04-20	900100	A	898100	A	899700	A	309.73	A	309.68	A	309.72	A
USGS	08064550	2013-04-21	898100	A	897800	A	898100	A	309.68	A	309.67	A	309.68	A
USGS	08064550	2013-04-22	897800	A	897400	A	897500	A	309.67	A	309.66	A	309.66	A
USGS	08064550	2013-04-23	897800	A	893500	A	895900	A	309.67	A	309.56	A	309.62	A
USGS	08064550	2013-04-24	894300	A	892700	A	893300	A	309.58	A	309.54	A	309.56	A
USGS	08064550	2013-04-25	893100	A	892700	A	892800	A	309.55	A	309.54	A	309.54	A
USGS	08064550	2013-04-26	892700	A	891600	A	891800	A	309.54	A	309.51	A	309.52	A
USGS	08064550	2013-04-27	892000	A	890400	A	891300	A	309.52	A	309.48	A	309.50	A
USGS	08064550	2013-04-28	890800	A	890000	A	890300	A	309.49	A	309.47	A	309.48	A
USGS	08064550	2013-04-29	890000	A	889300	A	889700	A	309.47	A	309.45	A	309.46	A
USGS	08064550	2013-04-30					888800	A						
USGS	08064550	2013-05-01	888100	A	886900	A	887500	A	309.42	A	309.39	A	309.41	A
USGS	08064550	2013-05-02	887700	A	883100	A	885700	A	309.41	A	309.29	A	309.36	A
USGS	08064550	2013-05-03	884600	A	880800	A	883300	A	309.33	A	309.23	A	309.30	A
USGS	08064550	2013-05-04	884200	A	879600	A	882300	A	309.32	A	309.20	A	309.27	A
USGS	08064550	2013-05-05	881900	A	879600	A	880300	A	309.26	A	309.20	A	309.22	A
USGS	08064550	2013-05-06	880000	A	878800	A	879600	A	309.21	A	309.18	A	309.20	A
USGS	08064550	2013-05-07	879200	A	878000	A	878500	A	309.19	A	309.16	A	309.17	A
USGS	08064550	2013-05-08	878800	A	877300	A	877900	A	309.18	A	309.14	A	309.16	A
USGS	08064550	2013-05-09	885400	A	875300	A	878300	A	309.35	A	309.09	A	309.17	A
USGS	08064550	2013-05-10	881500	A	880000	A	880800	A	309.25	A	309.21	A	309.23	A
USGS	08064550	2013-05-11	881100	A	878000	A	879500	A	309.24	A	309.16	A	309.20	A
USGS	08064550	2013-05-12	879200	A	877700	A	878400	A	309.19	A	309.15	A	309.17	A
USGS	08064550	2013-05-13	878400	A	876900	A	877700	A	309.17	A	309.13	A	309.15	A
USGS	08064550	2013-05-14	878000	A	876100	A	877000	A	309.16	A	309.11	A	309.13	A
USGS	08064550	2013-05-15	877300	A	874600	A	876000	A	309.14	A	309.07	A	309.11	A
USGS	08064550	2013-05-16	880800	A	875000	A	878500	A	309.23	A	309.08	A	309.17	A
USGS	08064550	2013-05-17	879600	A	877300	A	878200	A	309.20	A	309.14	A	309.16	A
USGS	08064550	2013-05-18	879200	A	877700	A	878600	A	309.19	A	309.15	A	309.17	A
USGS	08064550	2013-05-19	879600	A	877700	A	878700	A	309.20	A	309.15	A	309.18	A
USGS	08064550	2013-05-20	878800	A	876100	A	877800	A	309.18	A	309.11	A	309.15	A
USGS	08064550	2013-05-21	879200	A	875700	A	877600	A	309.19	A	309.10	A	309.15	A
USGS	08064550	2013-05-22					877200	A						
USGS	08064550	2013-05-23					876500	A						
USGS	08064550	2013-05-24					876100	A						
USGS	08064550	2013-05-25					877200	A						
USGS	08064550	2013-05-26					877100	A						
USGS	08064550	2013-05-27					876600	A						
USGS	08064550	2013-05-28					875700	A						
USGS	08064550	2013-05-29					874500	A						
USGS	08064550	2013-05-30	874600	A	872600	A	873500	A	309.07	A	309.02	A	309.04	A
USGS	08064550	2013-05-31	873400	A	871900	A	872500	A	309.04	A	309.00	A	309.02	A
USGS	08064550	2013-06-01	873000	A	869500	A	871300	A	309.03	A	308.94	A	308.98	A
USGS	08064550	2013-06-02	871500	A	869200	A	869800	A	308.99	A	308.93	A	308.95	A
USGS	08064550	2013-06-03	869200	A	868000	A	868500	A	308.93	A	308.90	A	308.91	A
USGS	08064550	2013-06-04	868400	A	866800	A	867400	A	308.91	A	308.87	A	308.88	A
USGS	08064550	2013-06-05	867600	A	865300	A	866300	A	308.89	A	308.83	A	308.86	A
USGS	08064550	2013-06-06	866800	A	863400	A	865000	A	308.87	A	308.78	A	308.82	A
USGS	08064550	2013-06-07	864500	A	862600	A	863300	A	308.81	A	308.76	A	308.78	A
USGS	08064550	2013-06-08	863000	A	861800	A	862400	A	308.77	A	308.74	A	308.76	A
USGS	08064550	2013-06-09	862600	A	860700	A	861500	A	308.76	A	308.71	A	308.73	A
USGS	08064550	2013-06-10	861000	A	859900	A	860500	A	308.72	A	308.69	A	308.71	A
USGS	08064550	2013-06-11	860300	A	858700	A	859600	A	308.70	A	308.66	A	308.68	A
USGS	08064550	2013-06-12	859500	A	857600	A	858300	A	308.68	A	308.63	A	308.65	A
USGS	08064550	2013-06-13	857600	A	856400	A	857100	A	308.63	A	308.60	A	308.62	A
USGS	08064550	2013-06-14	856400	A	855600	A	856000	A	308.60	A	308.58	A	308.59	A
USGS	08064550	2013-06-15	856800	A	852500	A	855000	A	308.61	A	308.50	A	308.56	A
USGS	08064550	2013-06-16	855600	A	854900	A	855100	A	308.58	A	308.56	A	308.57	A
USGS	08064550	2013-06-17	854900	A	852500	A	853700	A	308.56	A	308.50	A	308.53	A
USGS	08064550	2013-06-18	853300	A	851800	A	852500	A	308.52	A	308.48	A	308.50	A
USGS	08064550	2013-06-19	852200	A	850600	A	851000	A	308.49	A	308.45	A	308.46	A
USGS	08064550	2013-06-20	850600	A	849500	A	850100	A	308.45	A	308.42	A	308.44	A
USGS	08064550	2013-06-21	849500	A	847500	A	848500	A	308.42	A	308.37	A	308.40	A
USGS	08064550	2013-06-22	847500	A	846000	A	846700	A	308.37	A	308.33	A	308.35	A
USGS	08064550	2013-06-23	846000	A	844400	A	845000	A	308.33	A	308.29	A	308.31	A
USGS	08064550	2013-06-24	844400	A	842500	A	843400	A	308.29	A	308.24	A	308.26	A
USGS	08064550	2013-06-25	842500	A	840600	A	841400	A	308.24	A	308.19	A	308.21	A
USGS	08064550	2013-06-26	840600	A	838600	A	839500	A	308.19	A	308.14	A	308.16	A
USGS	08064550	2013-06-27	838600	A	837100	A	837800	A	308.14	A	308.10	A	308.12	A
USGS	08064550	2013-06-28	837100	A	834800	A	836200	A	308.10	A	308.04	A	308.08	A
USGS	08064550	2013-06-29	835200	A	832500	A	834000	A	308.05	A	307.98	A	308.02	A
USGS	08064550	2013-06-30	832800	A	830500	A	831900	A	307.99	A	307.93	A	307.97	A
USGS	08064550	2013-07-01	830500	A	828200	A	829700	A	307.93	A	307.87	A	307.91	A
USGS	08064550	2013-07-02	828600	A	826700	A	827700	A	307.88	A	307.83	A	307.86	A
USGS	08064550	2013-07-03	827000	A	825500	A	826300	A	307.84	A	307.80	A	307.82	A
USGS	08064550	2013-07-04	825900	A	823600	A	825000	A	307.81	A	307.75	A	307.79	A
USGS	08064550	2013-07-05	824700	A	822800	A	823400	A	307.78	A	307.73	A	307.75	A
USGS	08064550	2013-07-06	822800	A	820900	A	821900	A	307.73	A	307.68	A	307.71	A
USGS	08064550	2013-07-07	821300	A	819700	A	820500	A	307.69	A	307.65	A	307.67	A
USGS	08064550	2013-07-08	820900	A	817800	A	819200	A	307.68	A	307.60	A	307.64	A
USGS	08064550	2013-07-09	818900	A	816600	A	817700	A	307.63	A	307.57	A	307.60	A
USGS	08064550	2013-07-10	817800	A	815100	A	816100	A	307.60	A	307.53	A	307.56	A
USGS	08064550	2013-07-11	815800	A	811200	A	814500	A	307.55	A	307.43	A	307.51	A
USGS	08064550	2013-07-12	814300	A	812000	A	812900	A	307.51	A	307.45	A	307.47	A
USGS	08064550	2013-07-13	812000	A	809300	A	811000	A	307.45	A	307.38	A	307.42	A
USGS	08064550	2013-07-14	810400	A	807700	A	809100	A	307.41	A	307.34	A	307.37	A
USGS	08064550	2013-07-15	811600	A	808500	A	810400	A	307.44	A	307.36	A	307.41	A
USGS	08064550	2013-07-16	810800	A	808500	A	809600	A	307.42	A	307.36	A	307.39	A
USGS	08064550	2013-07-17	810800	A	808500	A	809500	A	307.42	A	307.36	A	307.39	A
USGS	08064550	2013-07-18	810000	A	808500	A	809000	A	307.40	A	307.36	A	307.37	A
USGS	08064550	2013-07-19	812000	A	808100	A	809300	A	307.45	A	307.35	A	307.38	A
USGS	08064550	2013-07-20	810800	A	808500	A	809700	A	307.42	A	307.36	A	307.39	A
USGS	08064550	2013-07-21	810000	A	807700	A	808800	A	307.40	A	307.34	A	307.37	A
USGS	08064550	2013-07-22	808900	A	806600	A	807500	A	307.37	A	307.31	A	307.34	A
USGS	08064550	2013-07-23	808100	A	805000	A	806200	A	307.35	A	307.27	A	307.30	A
USGS	08064550	2013-07-24	806200	A	803500	A	804500	A	307.30	A	307.23	A	307.26	A
USGS	08064550	2013-07-25	803500	A	802300	A	802900	A	307.23	A	307.20	A	307.22	A
USGS	08064550	2013-07-26	803100	A	800800	A	802300	A	307.22	A	307.16	A	307.20	A
USGS	08064550	2013-07-27	802700	A	800800	A	801000	A	307.21	A	307.16	A	307.17	A
USGS	08064550	2013-07-28	800800	A	799600	A	800100	A	307.16	A	307.13	A	307.14	A
USGS	08064550	2013-07-29	799600	A	798100	A	799000	A	307.13	A	307.09	A	307.11	A
USGS	08064550	2013-07-30	798500	A	796500	A	797300	A	307.10	A	307.05	A	307.07	A
USGS	08064550	2013-07-31	796500	A	795000	A	795700	A	307.05	A	307.01	A	307.03	A
USGS	08064550	2013-08-01	795000	A	793300	A	794100	A	307.01	A	306.96	A	306.99	A
USGS	08064550	2013-08-02	793300	A	792600	A	793000	A	306.96	A	306.94	A	306.95	A
USGS	08064550	2013-08-03	792600	A	791300	A	791900	A	306.94	A	306.90	A	306.92	A
USGS	08064550	2013-08-04	791300	A	789600	A	790700	A	306.90	A	306.85	A	306.88	A
USGS	08064550	2013-08-05	789600	A	788600	A	789100	A	306.85	A	306.82	A	306.84	A
USGS	08064550	2013-08-06	788600	A	787300	A	787800	A	306.82	A	306.78	A	306.80	A
USGS	08064550	2013-08-07	787300	A	785600	A	786200	A	306.78	A	306.73	A	306.75	A
USGS	08064550	2013-08-08	785600	A	784300	A	784700	A	306.73	A	306.69	A	306.70	A
USGS	08064550	2013-08-09	784300	A	782300	A	783300	A	306.69	A	306.63	A	306.66	A
USGS	08064550	2013-08-10	782600	A	780000	A	781700	A	306.64	A	306.56	A	306.61	A
USGS	08064550	2013-08-11	780600	A	779600	A	780300	A	306.58	A	306.55	A	306.57	A
USGS	08064550	2013-08-12	779600	A	778600	A	779100	A	306.55	A	306.52	A	306.53	A
USGS	08064550	2013-08-13	778600	A	775600	A	777700	A	306.52	A	306.43	A	306.49	A
USGS	08064550	2013-08-14	777300	A	775300	A	776500	A	306.48	A	306.42	A	306.45	A
USGS	08064550	2013-08-15					775400	A						
USGS	08064550	2013-08-16	775000	A	772000	A	773600	A	306.41	A	306.32	A	306.37	A
USGS	08064550	2013-08-17	772700	A	771000	A	771700	A	306.34	A	306.29	A	306.31	A
USGS	08064550	2013-08-18	771000	A	770000	A	770500	A	306.29	A	306.26	A	306.28	A
USGS	08064550	2013-08-19	770000	A	768300	A	769000	A	306.26	A	306.21	A	306.23	A
USGS	08064550	2013-08-20	768700	A	767000	A	767800	A	306.22	A	306.17	A	306.19	A
USGS	08064550	2013-08-21	767700	A	765700	A	766500	A	306.19	A	306.13	A	306.15	A
USGS	08064550	2013-08-22	767000	A	764700	A	765300	A	306.17	A	306.10	A	306.12	A
USGS	08064550	2013-08-23	765300	A	763300	A	764300	A	306.12	A	306.06	A	306.09	A
USGS	08064550	2013-08-24	764000	A	761700	A	763200	A	306.08	A	306.01	A	306.05	A
USGS	08064550	2013-08-25	763000	A	761000	A	761800	A	306.05	A	305.99	A	306.01	A
USGS	08064550	2013-08-26	761700	A	759000	A	760300	A	306.01	A	305.93	A	305.97	A
USGS	08064550	2013-08-27	760000	A	758400	A	759000	A	305.96	A	305.91	A	305.93	A
USGS	08064550	2013-08-28	758400	A	757400	A	757900	A	305.91	A	305.88	A	305.90	A
USGS	08064550	2013-08-29	757400	A	756000	A	756700	A	305.88	A	305.84	A	305.86	A
USGS	08064550	2013-08-30	756400	A	755000	A	755500	A	305.85	A	305.81	A	305.82	A
USGS	08064550	2013-08-31	755700	A	753400	A	754400	A	305.83	A	305.76	A	305.79	A
USGS	08064550	2013-09-01	753700	A	752000	A	753000	A	305.77	A	305.72	A	305.75	A
USGS	08064550	2013-09-02	753000	A	751000	A	751600	A	305.75	A	305.69	A	305.71	A
USGS	08064550	2013-09-03	751000	A	749400	A	750500	A	305.69	A	305.64	A	305.67	A
USGS	08064550	2013-09-04	750400	A	748000	A	749200	A	305.67	A	305.60	A	305.64	A
USGS	08064550	2013-09-05	749000	A	747400	A	748200	A	305.63	A	305.58	A	305.60	A
USGS	08064550	2013-09-06	747700	A	746400	A	746900	A	305.59	A	305.55	A	305.57	A
USGS	08064550	2013-09-07	746700	A	745100	A	745800	A	305.56	A	305.51	A	305.53	A
USGS	08064550	2013-09-08	745100	A	743700	A	744400	A	305.51	A	305.47	A	305.49	A
USGS	08064550	2013-09-09	743700	A	742100	A	742900	A	305.47	A	305.42	A	305.44	A
USGS	08064550	2013-09-10	742100	A	740400	A	741300	A	305.42	A	305.37	A	305.40	A
USGS	08064550	2013-09-11	740400	A	738700	A	739800	A	305.37	A	305.32	A	305.35	A
USGS	08064550	2013-09-12	739100	A	738700	A	738800	A	305.33	A	305.32	A	305.32	A
USGS	08064550	2013-09-13	738700	A	735700	A	737400	A	305.32	A	305.23	A	305.28	A
USGS	08064550	2013-09-14	736100	A	735100	A	735600	A	305.24	A	305.21	A	305.23	A
USGS	08064550	2013-09-15	735100	A	733800	A	734400	A	305.21	A	305.17	A	305.19	A
USGS	08064550	2013-09-16	733800	A	732400	A	733100	A	305.17	A	305.13	A	305.15	A
USGS	08064550	2013-09-17	732400	A	731400	A	731900	A	305.13	A	305.10	A	305.11	A
USGS	08064550	2013-09-18	731400	A	730100	A	730600	A	305.10	A	305.06	A	305.08	A
USGS	08064550	2013-09-19	730400	A	728400	A	729600	A	305.07	A	305.01	A	305.04	A
USGS	08064550	2013-09-20	738700	A	729100	A	734700	A	305.32	A	305.03	A	305.20	A
USGS	08064550	2013-09-21	738400	A	738100	A	738300	A	305.31	A	305.30	A	305.31	A
USGS	08064550	2013-09-22	738100	A	737400	A	737900	A	305.30	A	305.28	A	305.29	A
USGS	08064550	2013-09-23	737400	A	736700	A	737000	A	305.28	A	305.26	A	305.27	A
USGS	08064550	2013-09-24	736700	A	735400	A	736200	A	305.26	A	305.22	A	305.24	A
USGS	08064550	2013-09-25	735400	A	735100	A	735300	A	305.22	A	305.21	A	305.22	A
USGS	08064550	2013-09-26	735100	A	733800	A	734000	A	305.21	A	305.17	A	305.18	A
